,id,truth_scaled,prediction0,logstd0,avg_prediction_scaled,prediction,truth
160,2154,0.44455987,0.22776756,0.024806624,0.22776756,0.22776756,0.44455987
161,3745,0.4494074,0.5682271,0.069146514,0.5682271,0.5682271,0.4494074
162,9360,0.2503802,0.20394206,0.00425429,0.20394206,0.20394206,0.2503802
163,5094,0.41501,0.4618924,0.05924278,0.4618924,0.4618924,0.41501
164,3651,0.40347722,0.23223594,0.10536008,0.23223594,0.23223594,0.40347722
165,14022,0.4587638,0.5098002,0.050354466,0.5098002,0.5098002,0.4587638
166,5963,0.42866036,0.3860715,0.04084204,0.3860715,0.3860715,0.42866036
167,2177,0.76745546,0.6278561,0.09656423,0.6278561,0.6278561,0.76745546
168,10548,0.4323429,0.68893564,0.08980152,0.68893564,0.68893564,0.4323429
169,13291,0.541386,0.39780757,0.06377581,0.39780757,0.39780757,0.541386
170,8009,0.23253432,0.25430387,0.04227048,0.25430387,0.25430387,0.23253432
171,14553,0.4787569,0.55938464,0.07498355,0.55938464,0.55938464,0.4787569
172,15476,0.56612116,0.5634992,0.08056912,0.5634992,0.5634992,0.56612116
173,9383,0.23575279,0.2722082,0.033036243,0.2722082,0.2722082,0.23575279
174,11340,0.42206025,0.4206457,0.05195654,0.4206457,0.4206457,0.42206025
175,4089,0.45815927,0.38292336,0.038387977,0.38292336,0.38292336,0.45815927
176,11967,0.42349458,0.5824818,0.06326588,0.5824818,0.5824818,0.42349458
177,9418,0.31399336,0.23990744,0.03811006,0.23990744,0.23990744,0.31399336
178,10496,0.54889876,0.43901452,0.04500119,0.43901452,0.43901452,0.54889876
179,169,0.30046174,0.23376063,0.036275864,0.23376063,0.23376063,0.30046174
180,12278,0.27644485,0.39756262,0.026526388,0.39756262,0.39756262,0.27644485
181,6202,0.5274919,0.55365545,0.046571277,0.55365545,0.55365545,0.5274919
182,4863,0.49661595,0.4259519,0.065989,0.4259519,0.4259519,0.49661595
183,1199,0.20602006,0.17819762,0.02416089,0.17819762,0.17819762,0.20602006
184,735,0.69826823,0.6090888,0.060343888,0.6090888,0.6090888,0.69826823
185,5562,0.6771031,0.40114313,0.05420433,0.40114313,0.40114313,0.6771031
186,7300,0.4753094,0.5178297,0.09517802,0.5178297,0.5178297,0.4753094
187,2439,0.61298025,0.5458499,0.058327522,0.5458499,0.5458499,0.61298025
188,8284,0.28646123,0.29179385,0.03497271,0.29179385,0.29179385,0.28646123
189,10721,0.63179535,0.66381675,0.0528439,0.66381675,0.66381675,0.63179535
190,15910,0.83853287,0.627418,0.0706634,0.627418,0.627418,0.83853287
191,3288,0.18785311,0.24236819,0.030716026,0.24236819,0.24236819,0.18785311
192,12036,0.14187364,0.16381866,0.031316627,0.16381866,0.16381866,0.14187364
193,4337,0.31407422,0.2986326,0.017581303,0.2986326,0.2986326,0.31407422
194,1984,0.20837538,0.2062791,0.027860193,0.2062791,0.2062791,0.20837538
195,7953,0.16312361,0.1649296,0.018894413,0.1649296,0.1649296,0.16312361
196,6070,0.65872085,0.47334158,0.051862694,0.47334158,0.47334158,0.65872085
197,8372,0.15236324,0.17009622,0.024055641,0.17009622,0.17009622,0.15236324
198,8541,0.45120916,0.61469114,0.10125613,0.61469114,0.61469114,0.45120916
199,4329,0.69808394,0.57912385,0.08572168,0.57912385,0.57912385,0.69808394
200,5015,0.4272803,0.41027647,0.02939426,0.41027647,0.41027647,0.4272803
201,6853,0.3625356,0.34159294,0.033580497,0.34159294,0.34159294,0.3625356
202,5900,0.31412613,0.29864296,0.018122707,0.29864296,0.29864296,0.31412613
203,3449,0.4068137,0.25300768,0.05435179,0.25300768,0.25300768,0.4068137
204,4119,0.15252243,0.15687476,0.019885013,0.15687476,0.15687476,0.15252243
205,5652,0.49477854,0.5055347,0.077298254,0.5055347,0.5055347,0.49477854
206,7792,0.61066526,0.6888425,0.13085607,0.6888425,0.6888425,0.61066526
207,3865,0.41609812,0.46713117,0.04956254,0.46713117,0.46713117,0.41609812
208,387,0.47979143,0.3951558,0.034669776,0.3951558,0.3951558,0.47979143
209,1632,0.14373071,0.15869972,0.02331202,0.15869972,0.15869972,0.14373071
210,150,0.81340563,0.4664901,0.039815165,0.4664901,0.4664901,0.81340563
211,6685,0.51325923,0.53000975,0.100701876,0.53000975,0.53000975,0.51325923
212,6050,0.3025756,0.24200907,0.0557026,0.24200907,0.24200907,0.3025756
213,13195,0.2922015,0.24709353,0.02894824,0.24709353,0.24709353,0.2922015
214,7887,0.69267696,0.44651684,0.050810758,0.44651684,0.44651684,0.69267696
215,14036,0.6177137,0.76273483,0.12972476,0.76273483,0.76273483,0.6177137
216,13702,0.25217676,0.26865438,0.044095732,0.26865438,0.26865438,0.25217676
217,5598,0.41719416,0.23576725,0.044380084,0.23576725,0.23576725,0.41719416
218,9125,0.7337299,0.7374784,0.13434829,0.7374784,0.7374784,0.7337299
219,12121,0.1881231,0.16959947,0.02182076,0.16959947,0.16959947,0.1881231
220,14913,0.47144437,0.601023,0.10077739,0.601023,0.601023,0.47144437
221,6501,0.45949867,0.46238157,0.109008536,0.46238157,0.46238157,0.45949867
222,12291,0.4361389,0.45601863,0.056763098,0.45601863,0.45601863,0.4361389
223,3468,0.44637108,0.48286873,0.06024072,0.48286873,0.48286873,0.44637108
224,15829,0.18848543,0.18294397,0.0249046,0.18294397,0.18294397,0.18848543
225,8922,0.35862765,0.40370885,0.052909758,0.40370885,0.40370885,0.35862765
226,291,0.6156729,0.5543864,0.06694412,0.5543864,0.5543864,0.6156729
227,977,0.1423917,0.25608382,0.13074112,0.25608382,0.25608382,0.1423917
228,14149,0.46872398,0.45842752,0.057349738,0.45842752,0.45842752,0.46872398
229,3463,0.5156072,0.5542129,0.08026996,0.5542129,0.5542129,0.5156072
230,6902,0.49232495,0.4748218,0.056449506,0.4748218,0.4748218,0.49232495
231,15824,0.64857185,0.4705413,0.07811802,0.4705413,0.4705413,0.64857185
232,13495,0.77114123,0.46541032,0.05763783,0.46541032,0.46541032,0.77114123
233,9870,0.20666893,0.32758462,0.04733932,0.32758462,0.32758462,0.20666893
234,11838,0.21217752,0.15172955,0.060686912,0.15172955,0.15172955,0.21217752
235,14870,0.68357986,0.6552276,0.10388232,0.6552276,0.6552276,0.68357986
236,2595,0.5522245,0.5592649,0.08923547,0.5592649,0.5592649,0.5522245
237,12501,0.514362,0.50476253,0.057423033,0.50476253,0.50476253,0.514362
238,13190,0.6199088,0.5381325,0.09838535,0.5381325,0.5381325,0.6199088
239,9314,0.16223897,0.1617882,0.022068372,0.1617882,0.1617882,0.16223897
240,8000,0.4514015,0.3705417,0.036034904,0.3705417,0.3705417,0.4514015
241,5098,0.45053402,0.4397038,0.031840164,0.4397038,0.4397038,0.45053402
242,14850,0.59201825,0.4954656,0.07075491,0.4954656,0.4954656,0.59201825
243,8897,0.45043612,0.4476267,0.038944382,0.4476267,0.4476267,0.45043612
244,5323,0.24822144,0.19296902,0.037724093,0.19296902,0.19296902,0.24822144
245,13396,0.17429186,0.18639973,0.029573519,0.18639973,0.18639973,0.17429186
246,8665,0.23466797,0.28341126,0.05316344,0.28341126,0.28341126,0.23466797
247,10499,0.25267106,0.20474288,0.034682963,0.20474288,0.20474288,0.25267106
248,15813,0.47791937,0.48471782,0.05543979,0.48471782,0.48471782,0.47791937
249,4215,0.6054823,0.5011804,0.061715882,0.5011804,0.5011804,0.6054823
250,7936,0.25857458,0.25332525,0.045337416,0.25332525,0.25332525,0.25857458
251,5849,0.3637632,0.31373334,0.03591157,0.31373334,0.31373334,0.3637632
252,11429,0.32424155,0.38574007,0.03532962,0.38574007,0.38574007,0.32424155
253,2334,0.4612828,0.3768565,0.07167688,0.3768565,0.3768565,0.4612828
254,13230,0.8258808,0.68207157,0.085038446,0.68207157,0.68207157,0.8258808
255,10806,0.38754782,0.44879106,0.033656064,0.44879106,0.44879106,0.38754782
256,15782,0.6428202,0.5850936,0.061261967,0.5850936,0.5850936,0.6428202
257,6466,0.8348994,0.5215131,0.0999768,0.5215131,0.5215131,0.8348994
258,9709,0.46547955,0.50299585,0.05954724,0.50299585,0.50299585,0.46547955
259,11620,0.32820433,0.3578081,0.028100494,0.3578081,0.3578081,0.32820433
260,5868,0.7041896,0.6254846,0.07470826,0.6254846,0.6254846,0.7041896
261,12119,0.703174,0.5990454,0.11150788,0.5990454,0.5990454,0.703174
262,7372,0.42448443,0.4643985,0.05526377,0.4643985,0.4643985,0.42448443
263,10483,0.20589058,0.30483136,0.06436248,0.30483136,0.30483136,0.20589058
264,15452,0.19868666,0.33045438,0.032083318,0.33045438,0.33045438,0.19868666
265,7444,0.44834805,0.4808865,0.032056153,0.4808865,0.4808865,0.44834805
266,4400,0.45542476,0.5124368,0.047660954,0.5124368,0.5124368,0.45542476
267,15308,0.9833861,0.5755494,0.095076285,0.5755494,0.5755494,0.9833861
268,14718,0.41193685,0.43358666,0.037907235,0.43358666,0.43358666,0.41193685
269,13157,0.6072223,0.7141128,0.089252084,0.7141128,0.7141128,0.6072223
270,7150,0.46544304,0.5065313,0.08306267,0.5065313,0.5065313,0.46544304
271,8992,0.4616059,0.31575978,0.032252192,0.31575978,0.31575978,0.4616059
272,8589,0.48398805,0.4124918,0.045183674,0.4124918,0.4124918,0.48398805
273,5363,0.6237867,0.55104953,0.05086644,0.55104953,0.55104953,0.6237867
274,2616,0.47235793,0.479178,0.048681337,0.479178,0.479178,0.47235793
275,5165,0.3496012,0.60477304,0.21313491,0.60477304,0.60477304,0.3496012
276,10095,0.4633143,0.42416996,0.037868455,0.42416996,0.42416996,0.4633143
277,2174,0.8286839,0.87457293,0.18895787,0.87457293,0.87457293,0.8286839
278,9355,0.34231368,0.46064484,0.061382744,0.46064484,0.46064484,0.34231368
279,5333,0.6234869,0.52646536,0.092167884,0.52646536,0.52646536,0.6234869
280,11980,0.15230937,0.1659905,0.022030322,0.1659905,0.1659905,0.15230937
281,10423,0.35377136,0.38913295,0.054470077,0.38913295,0.38913295,0.35377136
282,12742,0.41686055,0.5039984,0.0547563,0.5039984,0.5039984,0.41686055
283,12192,0.49858737,0.49152705,0.055104204,0.49152705,0.49152705,0.49858737
284,15463,0.23046659,0.20336264,0.028649919,0.20336264,0.20336264,0.23046659
285,15766,0.694513,0.3907882,0.042590618,0.3907882,0.3907882,0.694513
286,9661,0.6413178,0.6251404,0.07641849,0.6251404,0.6251404,0.6413178
287,751,0.5662856,0.47222862,0.06830423,0.47222862,0.47222862,0.5662856
288,6883,0.5685531,0.5696138,0.08292321,0.5696138,0.5696138,0.5685531
289,10907,0.44368687,0.55890375,0.17735031,0.55890375,0.55890375,0.44368687
290,11243,0.16723466,0.1751008,0.02216473,0.1751008,0.1751008,0.16723466
291,14973,0.33407208,0.19056529,0.0250744,0.19056529,0.19056529,0.33407208
292,1411,0.59305304,0.6436092,0.089943886,0.6436092,0.6436092,0.59305304
293,4304,0.98024654,0.53153235,0.06961595,0.53153235,0.53153235,0.98024654
294,9880,0.41565916,0.51409394,0.091423616,0.51409394,0.51409394,0.41565916
295,7181,0.7208927,0.58031803,0.06810117,0.58031803,0.58031803,0.7208927
296,4162,0.77325577,0.65717804,0.08748688,0.65717804,0.65717804,0.77325577
297,8373,0.26467174,0.33564976,0.044681124,0.33564976,0.33564976,0.26467174
298,9814,0.48567298,0.6148219,0.10973402,0.6148219,0.6148219,0.48567298
299,1320,0.4758301,0.41292268,0.043453917,0.41292268,0.41292268,0.4758301
300,7741,0.26198655,0.25086933,0.02470375,0.25086933,0.25086933,0.26198655
301,6027,0.4568237,0.42906475,0.053562716,0.42906475,0.42906475,0.4568237
302,11909,0.25735602,0.22089657,0.03272823,0.22089657,0.22089657,0.25735602
303,9088,0.23644465,0.26255822,0.043069173,0.26255822,0.26255822,0.23644465
304,7201,0.18197364,0.18065515,0.05376665,0.18065515,0.18065515,0.18197364
305,12783,0.39964113,0.39765513,0.035647765,0.39765513,0.39765513,0.39964113
306,11507,0.32638818,0.23963094,0.025753617,0.23963094,0.23963094,0.32638818
307,4977,0.71213144,0.5354386,0.059849784,0.5354386,0.5354386,0.71213144
308,12449,0.3298574,0.29133984,0.04194859,0.29133984,0.29133984,0.3298574
309,7581,0.17427549,0.2668707,0.038418286,0.2668707,0.2668707,0.17427549
310,2450,0.36973608,0.49156177,0.09757375,0.49156177,0.49156177,0.36973608
311,4840,0.5498356,0.49067384,0.09517124,0.49067384,0.49067384,0.5498356
312,127,0.65227574,0.40877053,0.07717271,0.40877053,0.40877053,0.65227574
313,4034,0.35613376,0.35512635,0.031565797,0.35512635,0.35512635,0.35613376
314,9778,0.21839178,0.2284185,0.03564564,0.2284185,0.2284185,0.21839178
315,3445,0.7530691,0.6400361,0.086062536,0.6400361,0.6400361,0.7530691
316,99,0.40231436,0.42108187,0.036226977,0.42108187,0.42108187,0.40231436
317,6558,0.33262134,0.41867316,0.04201326,0.41867316,0.41867316,0.33262134
318,7598,0.46026623,0.4626597,0.0340816,0.4626597,0.4626597,0.46026623
319,11250,0.2056132,0.33241558,0.043530453,0.33241558,0.33241558,0.2056132
320,11696,0.26026705,0.24411789,0.028780743,0.24411789,0.24411789,0.26026705
321,10885,0.263345,0.24504289,0.040655382,0.24504289,0.24504289,0.263345
322,7856,0.7117862,0.4871641,0.045233183,0.4871641,0.4871641,0.7117862
323,4520,0.32386252,0.32102013,0.044718415,0.32102013,0.32102013,0.32386252
324,14112,0.22213891,0.52205575,0.07093321,0.52205575,0.52205575,0.22213891
325,4097,0.6872934,0.65144145,0.11430758,0.65144145,0.65144145,0.6872934
326,7273,0.5115957,0.539802,0.051338095,0.539802,0.539802,0.5115957
327,5453,0.4573607,0.3962093,0.036859117,0.3962093,0.3962093,0.4573607
328,3404,0.23345105,0.25025633,0.036055315,0.25025633,0.25025633,0.23345105
329,4549,0.46837077,0.45440727,0.063816145,0.45440727,0.45440727,0.46837077
330,10140,0.37361288,0.46304348,0.051660426,0.46304348,0.46304348,0.37361288
331,11370,0.20169249,0.27784452,0.03472799,0.27784452,0.27784452,0.20169249
332,9688,0.6219546,0.54293966,0.074420035,0.54293966,0.54293966,0.6219546
333,9000,0.39145938,0.50636536,0.049158894,0.50636536,0.50636536,0.39145938
334,14935,0.60691327,0.6027859,0.07896804,0.6027859,0.6027859,0.60691327
335,251,0.38585415,0.5518991,0.05552298,0.5518991,0.5518991,0.38585415
336,5659,0.23734179,0.19925073,0.061383914,0.19925073,0.19925073,0.23734179
337,11513,0.49489808,0.57429177,0.06680415,0.57429177,0.57429177,0.49489808
338,10460,0.4597532,0.6116612,0.069331184,0.6116612,0.6116612,0.4597532
339,15416,0.52442384,0.4937562,0.02661946,0.4937562,0.4937562,0.52442384
340,7007,0.4041949,0.57595336,0.0652771,0.57595336,0.57595336,0.4041949
