,id,truth_scaled,prediction0,logstd0,avg_prediction_scaled,prediction,truth
50,12959,0.6961884,0.52524453,0.11360718,0.52524453,0.52524453,0.6961884
51,14102,0.70203394,0.465033,0.104071096,0.465033,0.465033,0.70203394
52,3635,0.5140164,0.281397,0.05289732,0.281397,0.281397,0.5140164
53,2684,0.46619675,0.4708353,0.09869653,0.4708353,0.4708353,0.46619675
54,10797,0.19648436,0.2651348,0.058709536,0.2651348,0.2651348,0.19648436
55,1213,0.24373257,0.22876632,0.049932916,0.22876632,0.22876632,0.24373257
56,4671,0.42981088,0.52282095,0.13329694,0.52282095,0.52282095,0.42981088
57,11113,0.77046275,0.6968569,0.15680417,0.6968569,0.6968569,0.77046275
58,4139,0.30589548,0.37770498,0.07676003,0.37770498,0.37770498,0.30589548
59,736,0.51917064,0.47279894,0.11654131,0.47279894,0.47279894,0.51917064
60,15553,0.5006622,0.3822168,0.076934785,0.3822168,0.3822168,0.5006622
61,9595,0.33207095,0.29746073,0.045476537,0.29746073,0.29746073,0.33207095
62,1261,0.21074083,0.14399868,0.023895953,0.14399868,0.14399868,0.21074083
63,1889,0.33711815,0.29505453,0.060003746,0.29505453,0.29505453,0.33711815
64,6594,0.4788467,0.44005388,0.092872754,0.44005388,0.44005388,0.4788467
65,11570,0.6170278,0.5401018,0.09760654,0.5401018,0.5401018,0.6170278
66,9234,0.9175223,0.47818094,0.09159296,0.47818094,0.47818094,0.9175223
67,4762,0.6753135,0.5315245,0.16463917,0.5315245,0.5315245,0.6753135
68,16027,0.36814085,0.2069799,0.052467227,0.2069799,0.2069799,0.36814085
69,5550,0.41347167,0.5118038,0.1588734,0.5118038,0.5118038,0.41347167
70,13525,0.39769432,0.40442485,0.06163724,0.40442485,0.40442485,0.39769432
71,88,0.5614303,0.40572602,0.07239449,0.40572602,0.40572602,0.5614303
72,13853,0.6222113,0.5441022,0.14632356,0.5441022,0.5441022,0.6222113
73,11032,0.2064715,0.25088638,0.04479184,0.25088638,0.25088638,0.2064715
74,4772,0.18730506,0.20189065,0.04408089,0.20189065,0.20189065,0.18730506
75,14666,0.3304129,0.29723766,0.05884126,0.29723766,0.29723766,0.3304129
76,14796,0.2139443,0.23256558,0.057127472,0.23256558,0.23256558,0.2139443
77,11266,0.18806705,0.31780016,0.062086377,0.31780016,0.31780016,0.18806705
78,11226,0.21614963,0.26278216,0.056723393,0.26278216,0.26278216,0.21614963
79,12524,0.47388116,0.32391155,0.05419584,0.32391155,0.32391155,0.47388116
80,720,0.43029404,0.39168212,0.09052895,0.39168212,0.39168212,0.43029404
81,15927,0.3642302,0.33181116,0.032103565,0.33181116,0.33181116,0.3642302
82,15990,0.661335,0.5499541,0.106824726,0.5499541,0.5499541,0.661335
83,5958,0.19129017,0.22427401,0.07316248,0.22427401,0.22427401,0.19129017
84,10522,0.23068754,0.24132788,0.053253952,0.24132788,0.24132788,0.23068754
85,6872,0.51431245,0.4819425,0.05622616,0.4819425,0.4819425,0.51431245
86,16072,0.1542363,0.17065015,0.037843022,0.17065015,0.17065015,0.1542363
87,13096,0.49390718,0.59249246,0.1740785,0.59249246,0.59249246,0.49390718
88,10251,0.1661584,0.17033039,0.08770375,0.17033039,0.17033039,0.1661584
89,123,0.40537155,0.5065146,0.080176085,0.5065146,0.5065146,0.40537155
90,3369,0.49106452,0.58059156,0.12282413,0.58059156,0.58059156,0.49106452
91,2626,0.49005577,0.38435936,0.041850902,0.38435936,0.38435936,0.49005577
92,1748,0.50838387,0.42568773,0.07031706,0.42568773,0.42568773,0.50838387
93,5613,0.42384726,0.46492988,0.061094284,0.46492988,0.46492988,0.42384726
94,8299,0.6183466,0.56447184,0.10702089,0.56447184,0.56447184,0.6183466
95,10356,0.5525488,0.519451,0.09652045,0.519451,0.519451,0.5525488
96,6415,0.42155507,0.56575763,0.14093213,0.56575763,0.56575763,0.42155507
97,2087,0.51298356,0.3754585,0.048397012,0.3754585,0.3754585,0.51298356
98,5228,0.52022827,0.5371935,0.20399883,0.5371935,0.5371935,0.52022827
99,2589,0.9800209,0.5422065,0.107449755,0.5422065,0.5422065,0.9800209
100,8019,0.34997633,0.3599482,0.070450634,0.3599482,0.3599482,0.34997633
101,11321,0.49414915,0.47386548,0.07489673,0.47386548,0.47386548,0.49414915
102,11076,0.21744443,0.16214612,0.026032,0.16214612,0.16214612,0.21744443
103,9481,0.2988514,0.45956492,0.083358645,0.45956492,0.45956492,0.2988514
104,6037,0.21358657,0.18485701,0.04797343,0.18485701,0.18485701,0.21358657
105,4074,0.19444966,0.16119668,0.028665127,0.16119668,0.16119668,0.19444966
106,6866,0.38329616,0.34936062,0.024751794,0.34936062,0.34936062,0.38329616
107,4193,0.45551527,0.76183045,0.21987952,0.76183045,0.76183045,0.45551527
108,11468,0.4943787,0.56269765,0.12537007,0.56269765,0.56269765,0.4943787
109,3842,0.20736742,0.24960425,0.095768124,0.24960425,0.24960425,0.20736742
110,6436,0.14972606,0.17399344,0.048035406,0.17399344,0.17399344,0.14972606
111,10884,0.24281564,0.3146889,0.07677548,0.3146889,0.3146889,0.24281564
112,2189,0.4861158,0.49689913,0.048816092,0.49689913,0.49689913,0.4861158
113,15170,0.74198455,0.5611499,0.10914936,0.5611499,0.5611499,0.74198455
114,2453,0.40208414,0.37400207,0.12284299,0.37400207,0.37400207,0.40208414
115,11784,0.4197436,0.5675124,0.14657627,0.5675124,0.5675124,0.4197436
116,9612,0.43802112,0.23560506,0.051985547,0.23560506,0.23560506,0.43802112
117,13119,0.2041163,0.18744168,0.03935606,0.18744168,0.18744168,0.2041163
118,6630,0.40752342,0.5221837,0.06106657,0.5221837,0.5221837,0.40752342
119,7709,0.44457144,0.43481618,0.12772858,0.43481618,0.43481618,0.44457144
120,11087,0.49561343,0.5304484,0.09258612,0.5304484,0.5304484,0.49561343
121,2145,0.29976064,0.4788776,0.15487719,0.4788776,0.4788776,0.29976064
122,14974,0.2019847,0.19859824,0.053572178,0.19859824,0.19859824,0.2019847
123,1655,0.3203493,0.2765158,0.059796195,0.2765158,0.2765158,0.3203493
124,12058,0.44789356,0.48812205,0.07934225,0.48812205,0.48812205,0.44789356
125,6741,0.31285942,0.25668058,0.047690496,0.25668058,0.25668058,0.31285942
126,9682,0.40633833,0.4348906,0.091204226,0.4348906,0.4348906,0.40633833
127,6831,0.22368015,0.2428635,0.07774891,0.2428635,0.2428635,0.22368015
128,12973,0.5550136,0.5817703,0.10449967,0.5817703,0.5817703,0.5550136
129,304,0.7005658,0.54363036,0.19082882,0.54363036,0.54363036,0.7005658
130,14399,0.41385257,0.2526959,0.069123685,0.2526959,0.2526959,0.41385257
131,10546,0.27367157,0.20028529,0.04127233,0.20028529,0.20028529,0.27367157
132,4353,0.40285563,0.55521876,0.09408375,0.55521876,0.55521876,0.40285563
133,10550,0.35161692,0.4334322,0.078234956,0.4334322,0.4334322,0.35161692
134,2405,0.34048045,0.32944748,0.055610683,0.32944748,0.32944748,0.34048045
135,6803,0.20224649,0.18015146,0.033373013,0.18015146,0.18015146,0.20224649
136,426,0.33469233,0.2889396,0.04920506,0.2889396,0.2889396,0.33469233
137,5747,0.45074895,0.39650372,0.07333202,0.39650372,0.39650372,0.45074895
138,5375,0.15489438,0.21961582,0.08182647,0.21961582,0.21961582,0.15489438
139,12176,0.4937624,0.49644428,0.11675285,0.49644428,0.49644428,0.4937624
140,12184,0.18477239,0.3027512,0.0410316,0.3027512,0.3027512,0.18477239
141,101,0.16454618,0.19847181,0.040227015,0.19847181,0.19847181,0.16454618
142,5459,0.6014747,0.49702615,0.119597465,0.49702615,0.49702615,0.6014747
143,9368,0.21282266,0.18230918,0.06632119,0.18230918,0.18230918,0.21282266
144,15989,0.20765968,0.22856444,0.057736553,0.22856444,0.22856444,0.20765968
145,7716,0.76138866,0.50955576,0.13546787,0.50955576,0.50955576,0.76138866
146,14847,0.48909584,0.42264724,0.10610899,0.42264724,0.42264724,0.48909584
147,15845,0.18607953,0.44848436,0.20526844,0.44848436,0.44848436,0.18607953
148,7885,0.22283727,0.22850907,0.05139149,0.22850907,0.22850907,0.22283727
149,10263,0.25689724,0.34058028,0.10585028,0.34058028,0.34058028,0.25689724
150,9717,0.9485983,0.58988297,0.15187313,0.58988297,0.58988297,0.9485983
151,12409,0.40850464,0.6555546,0.19652887,0.6555546,0.6555546,0.40850464
152,10005,0.50577015,0.4146184,0.055574723,0.4146184,0.4146184,0.50577015
153,11265,0.559195,0.51876885,0.1867497,0.51876885,0.51876885,0.559195
154,14218,0.70804954,0.5542336,0.060989484,0.5542336,0.5542336,0.70804954
155,1935,0.63188374,0.465416,0.08532289,0.465416,0.465416,0.63188374
156,10252,0.41628402,0.3790587,0.04604484,0.3790587,0.3790587,0.41628402
157,6162,0.8621481,0.6427066,0.070454285,0.6427066,0.6427066,0.8621481
158,9318,0.40338746,0.34112206,0.08187602,0.34112206,0.34112206,0.40338746
159,7671,0.5170137,0.631923,0.16930595,0.631923,0.631923,0.5170137
160,2154,0.44455987,0.18283764,0.04022733,0.18283764,0.18283764,0.44455987
161,3745,0.4494074,0.5220734,0.10722647,0.5220734,0.5220734,0.4494074
162,9360,0.2503802,0.20993784,0.03162997,0.20993784,0.20993784,0.2503802
163,5094,0.41501,0.47156096,0.116864435,0.47156096,0.47156096,0.41501
164,3651,0.40347722,0.21798345,0.08283743,0.21798345,0.21798345,0.40347722
165,14022,0.4587638,0.4702966,0.06262854,0.4702966,0.4702966,0.4587638
166,5963,0.42866036,0.41628492,0.10552578,0.41628492,0.41628492,0.42866036
167,2177,0.76745546,0.6347753,0.13649917,0.6347753,0.6347753,0.76745546
168,10548,0.4323429,0.5306249,0.087270364,0.5306249,0.5306249,0.4323429
169,13291,0.541386,0.39238665,0.07882247,0.39238665,0.39238665,0.541386
170,8009,0.23253432,0.2467739,0.041542217,0.2467739,0.2467739,0.23253432
171,14553,0.4787569,0.5529178,0.15678057,0.5529178,0.5529178,0.4787569
172,15476,0.56612116,0.6958398,0.1640037,0.6958398,0.6958398,0.56612116
173,9383,0.23575279,0.22632965,0.04208801,0.22632965,0.22632965,0.23575279
174,11340,0.42206025,0.43367392,0.09162694,0.43367392,0.43367392,0.42206025
175,4089,0.45815927,0.40325397,0.070466205,0.40325397,0.40325397,0.45815927
176,11967,0.42349458,0.5214606,0.09451059,0.5214606,0.5214606,0.42349458
177,9418,0.31399336,0.2800163,0.06720274,0.2800163,0.2800163,0.31399336
178,10496,0.54889876,0.52873653,0.10808024,0.52873653,0.52873653,0.54889876
179,169,0.30046174,0.2153498,0.0540741,0.2153498,0.2153498,0.30046174
180,12278,0.27644485,0.366176,0.07335234,0.366176,0.366176,0.27644485
181,6202,0.5274919,0.5502044,0.040794373,0.5502044,0.5502044,0.5274919
182,4863,0.49661595,0.35562128,0.0765919,0.35562128,0.35562128,0.49661595
183,1199,0.20602006,0.1946935,0.046946414,0.1946935,0.1946935,0.20602006
184,735,0.69826823,0.6762773,0.14396086,0.6762773,0.6762773,0.69826823
185,5562,0.6771031,0.4707242,0.13950795,0.4707242,0.4707242,0.6771031
186,7300,0.4753094,0.3756804,0.095719956,0.3756804,0.3756804,0.4753094
187,2439,0.61298025,0.47372344,0.09962201,0.47372344,0.47372344,0.61298025
188,8284,0.28646123,0.25704738,0.04765107,0.25704738,0.25704738,0.28646123
189,10721,0.63179535,0.66966075,0.10472621,0.66966075,0.66966075,0.63179535
190,15910,0.83853287,0.6204346,0.15603158,0.6204346,0.6204346,0.83853287
191,3288,0.18785311,0.2391049,0.04532013,0.2391049,0.2391049,0.18785311
192,12036,0.14187364,0.16563901,0.037721746,0.16563901,0.16563901,0.14187364
193,4337,0.31407422,0.3041846,0.029092057,0.3041846,0.3041846,0.31407422
194,1984,0.20837538,0.20738333,0.06461322,0.20738333,0.20738333,0.20837538
195,7953,0.16312361,0.14684844,0.033627726,0.14684844,0.14684844,0.16312361
196,6070,0.65872085,0.47441968,0.10398835,0.47441968,0.47441968,0.65872085
197,8372,0.15236324,0.1700367,0.030042615,0.1700367,0.1700367,0.15236324
198,8541,0.45120916,0.6626696,0.16226345,0.6626696,0.6626696,0.45120916
199,4329,0.69808394,0.56913733,0.17276685,0.56913733,0.56913733,0.69808394
200,5015,0.4272803,0.40358332,0.046459444,0.40358332,0.40358332,0.4272803
201,6853,0.3625356,0.32443094,0.07755938,0.32443094,0.32443094,0.3625356
202,5900,0.31412613,0.3027767,0.02962724,0.3027767,0.3027767,0.31412613
203,3449,0.4068137,0.17835918,0.14115056,0.17835918,0.17835918,0.4068137
204,4119,0.15252243,0.17224373,0.04740314,0.17224373,0.17224373,0.15252243
205,5652,0.49477854,0.57483125,0.13604668,0.57483125,0.57483125,0.49477854
206,7792,0.61066526,0.7657389,0.21242875,0.7657389,0.7657389,0.61066526
207,3865,0.41609812,0.5282009,0.119031064,0.5282009,0.5282009,0.41609812
208,387,0.47979143,0.37082484,0.082026586,0.37082484,0.37082484,0.47979143
209,1632,0.14373071,0.17009354,0.049801312,0.17009354,0.17009354,0.14373071
210,150,0.81340563,0.6210102,0.09730035,0.6210102,0.6210102,0.81340563
211,6685,0.51325923,0.5487034,0.15396728,0.5487034,0.5487034,0.51325923
212,6050,0.3025756,0.21222594,0.08423485,0.21222594,0.21222594,0.3025756
213,13195,0.2922015,0.23220843,0.045097727,0.23220843,0.23220843,0.2922015
214,7887,0.69267696,0.44106424,0.11754826,0.44106424,0.44106424,0.69267696
215,14036,0.6177137,0.75967985,0.19997177,0.75967985,0.75967985,0.6177137
216,13702,0.25217676,0.2909209,0.087521285,0.2909209,0.2909209,0.25217676
217,5598,0.41719416,0.19232467,0.054888234,0.19232467,0.19232467,0.41719416
218,9125,0.7337299,0.8197141,0.21343975,0.8197141,0.8197141,0.7337299
219,12121,0.1881231,0.18064308,0.04223888,0.18064308,0.18064308,0.1881231
220,14913,0.47144437,0.5969702,0.185316,0.5969702,0.5969702,0.47144437
221,6501,0.45949867,0.5082445,0.13913256,0.5082445,0.5082445,0.45949867
222,12291,0.4361389,0.46523225,0.07426947,0.46523225,0.46523225,0.4361389
223,3468,0.44637108,0.48233134,0.10139787,0.48233134,0.48233134,0.44637108
224,15829,0.18848543,0.18059966,0.040079966,0.18059966,0.18059966,0.18848543
225,8922,0.35862765,0.41913423,0.04222865,0.41913423,0.41913423,0.35862765
226,291,0.6156729,0.5724732,0.13711962,0.5724732,0.5724732,0.6156729
227,977,0.1423917,0.26084113,0.058811948,0.26084113,0.26084113,0.1423917
228,14149,0.46872398,0.47130036,0.12471934,0.47130036,0.47130036,0.46872398
229,3463,0.5156072,0.48853746,0.11792381,0.48853746,0.48853746,0.5156072
230,6902,0.49232495,0.43462572,0.07383408,0.43462572,0.43462572,0.49232495
231,15824,0.64857185,0.5792036,0.11669059,0.5792036,0.5792036,0.64857185
232,13495,0.77114123,0.46249148,0.06466172,0.46249148,0.46249148,0.77114123
233,9870,0.20666893,0.25460047,0.069680564,0.25460047,0.25460047,0.20666893
234,11838,0.21217752,0.22400865,0.087099835,0.22400865,0.22400865,0.21217752
235,14870,0.68357986,0.63952863,0.14633578,0.63952863,0.63952863,0.68357986
236,2595,0.5522245,0.553321,0.14856692,0.553321,0.553321,0.5522245
237,12501,0.514362,0.5240195,0.124396175,0.5240195,0.5240195,0.514362
238,13190,0.6199088,0.6021262,0.18611297,0.6021262,0.6021262,0.6199088
239,9314,0.16223897,0.20417774,0.05001998,0.20417774,0.20417774,0.16223897
240,8000,0.4514015,0.37796903,0.0403829,0.37796903,0.37796903,0.4514015
241,5098,0.45053402,0.44092983,0.057182852,0.44092983,0.44092983,0.45053402
242,14850,0.59201825,0.51064456,0.11446803,0.51064456,0.51064456,0.59201825
243,8897,0.45043612,0.50660366,0.08648965,0.50660366,0.50660366,0.45043612
244,5323,0.24822144,0.1786635,0.04982685,0.1786635,0.1786635,0.24822144
245,13396,0.17429186,0.26034713,0.076562434,0.26034713,0.26034713,0.17429186
246,8665,0.23466797,0.19253093,0.08844252,0.19253093,0.19253093,0.23466797
247,10499,0.25267106,0.23885483,0.07773182,0.23885483,0.23885483,0.25267106
248,15813,0.47791937,0.47834155,0.08914766,0.47834155,0.47834155,0.47791937
249,4215,0.6054823,0.53201807,0.1135298,0.53201807,0.53201807,0.6054823
250,7936,0.25857458,0.24874553,0.056970973,0.24874553,0.24874553,0.25857458
251,5849,0.3637632,0.2960765,0.04573448,0.2960765,0.2960765,0.3637632
252,11429,0.32424155,0.3398302,0.056728978,0.3398302,0.3398302,0.32424155
253,2334,0.4612828,0.3702487,0.08667329,0.3702487,0.3702487,0.4612828
254,13230,0.8258808,0.6954559,0.18679978,0.6954559,0.6954559,0.8258808
255,10806,0.38754782,0.46360093,0.08818493,0.46360093,0.46360093,0.38754782
256,15782,0.6428202,0.5298118,0.09096366,0.5298118,0.5298118,0.6428202
257,6466,0.8348994,0.52990955,0.16297127,0.52990955,0.52990955,0.8348994
258,9709,0.46547955,0.4992694,0.117865264,0.4992694,0.4992694,0.46547955
259,11620,0.32820433,0.34210536,0.05809302,0.34210536,0.34210536,0.32820433
260,5868,0.7041896,0.7088323,0.15397267,0.7088323,0.7088323,0.7041896
261,12119,0.703174,0.63870585,0.21935476,0.63870585,0.63870585,0.703174
262,7372,0.42448443,0.4468734,0.07773295,0.4468734,0.4468734,0.42448443
263,10483,0.20589058,0.3114114,0.09809059,0.3114114,0.3114114,0.20589058
264,15452,0.19868666,0.3171609,0.06108741,0.3171609,0.3171609,0.19868666
265,7444,0.44834805,0.46675804,0.06852657,0.46675804,0.46675804,0.44834805
266,4400,0.45542476,0.54711616,0.10882889,0.54711616,0.54711616,0.45542476
267,15308,0.9833861,0.6340114,0.17756712,0.6340114,0.6340114,0.9833861
268,14718,0.41193685,0.38389227,0.055413835,0.38389227,0.38389227,0.41193685
269,13157,0.6072223,0.79382807,0.17711833,0.79382807,0.79382807,0.6072223
270,7150,0.46544304,0.5322941,0.15196922,0.5322941,0.5322941,0.46544304
271,8992,0.4616059,0.3326937,0.059980903,0.3326937,0.3326937,0.4616059
272,8589,0.48398805,0.43933374,0.09071414,0.43933374,0.43933374,0.48398805
273,5363,0.6237867,0.5985097,0.1233761,0.5985097,0.5985097,0.6237867
274,2616,0.47235793,0.5422961,0.14075588,0.5422961,0.5422961,0.47235793
275,5165,0.3496012,0.61389005,0.16935906,0.61389005,0.61389005,0.3496012
276,10095,0.4633143,0.39600304,0.04721079,0.39600304,0.39600304,0.4633143
277,2174,0.8286839,0.7051065,0.25011256,0.7051065,0.7051065,0.8286839
278,9355,0.34231368,0.4586812,0.08502101,0.4586812,0.4586812,0.34231368
279,5333,0.6234869,0.54990923,0.17655697,0.54990923,0.54990923,0.6234869
280,11980,0.15230937,0.17142859,0.038786672,0.17142859,0.17142859,0.15230937
281,10423,0.35377136,0.36256438,0.06900237,0.36256438,0.36256438,0.35377136
282,12742,0.41686055,0.5393901,0.10071107,0.5393901,0.5393901,0.41686055
283,12192,0.49858737,0.51926184,0.099864766,0.51926184,0.51926184,0.49858737
284,15463,0.23046659,0.19550008,0.048084997,0.19550008,0.19550008,0.23046659
285,15766,0.694513,0.35081208,0.07063507,0.35081208,0.35081208,0.694513
286,9661,0.6413178,0.64853305,0.13456333,0.64853305,0.64853305,0.6413178
287,751,0.5662856,0.4713201,0.08572148,0.4713201,0.4713201,0.5662856
288,6883,0.5685531,0.55253446,0.1339758,0.55253446,0.55253446,0.5685531
289,10907,0.44368687,0.53537184,0.1554092,0.53537184,0.53537184,0.44368687
290,11243,0.16723466,0.1898973,0.03910996,0.1898973,0.1898973,0.16723466
291,14973,0.33407208,0.19981194,0.04966634,0.19981194,0.19981194,0.33407208
292,1411,0.59305304,0.68468916,0.14005743,0.68468916,0.68468916,0.59305304
293,4304,0.98024654,0.5147478,0.124327004,0.5147478,0.5147478,0.98024654
294,9880,0.41565916,0.45605525,0.09980966,0.45605525,0.45605525,0.41565916
295,7181,0.7208927,0.5684979,0.113737926,0.5684979,0.5684979,0.7208927
296,4162,0.77325577,0.6691985,0.16273125,0.6691985,0.6691985,0.77325577
297,8373,0.26467174,0.27933922,0.078751415,0.27933922,0.27933922,0.26467174
298,9814,0.48567298,0.5825865,0.15454689,0.5825865,0.5825865,0.48567298
299,1320,0.4758301,0.38272554,0.060289096,0.38272554,0.38272554,0.4758301
300,7741,0.26198655,0.15730399,0.05040512,0.15730399,0.15730399,0.26198655
301,6027,0.4568237,0.3898887,0.06506936,0.3898887,0.3898887,0.4568237
302,11909,0.25735602,0.22263557,0.057407413,0.22263557,0.22263557,0.25735602
303,9088,0.23644465,0.2144205,0.0663644,0.2144205,0.2144205,0.23644465
304,7201,0.18197364,0.17653513,0.050412472,0.17653513,0.17653513,0.18197364
305,12783,0.39964113,0.3870527,0.08173068,0.3870527,0.3870527,0.39964113
306,11507,0.32638818,0.19362289,0.03564038,0.19362289,0.19362289,0.32638818
307,4977,0.71213144,0.5060325,0.10574141,0.5060325,0.5060325,0.71213144
308,12449,0.3298574,0.27068433,0.061978117,0.27068433,0.27068433,0.3298574
309,7581,0.17427549,0.21717009,0.040314347,0.21717009,0.21717009,0.17427549
310,2450,0.36973608,0.5015625,0.15353155,0.5015625,0.5015625,0.36973608
311,4840,0.5498356,0.5067173,0.11322683,0.5067173,0.5067173,0.5498356
312,127,0.65227574,0.4003922,0.085126325,0.4003922,0.4003922,0.65227574
313,4034,0.35613376,0.34727815,0.036539357,0.34727815,0.34727815,0.35613376
314,9778,0.21839178,0.21503764,0.06608255,0.21503764,0.21503764,0.21839178
315,3445,0.7530691,0.6804142,0.13685706,0.6804142,0.6804142,0.7530691
316,99,0.40231436,0.48855934,0.06310479,0.48855934,0.48855934,0.40231436
317,6558,0.33262134,0.34703776,0.057472173,0.34703776,0.34703776,0.33262134
318,7598,0.46026623,0.43224266,0.048502095,0.43224266,0.43224266,0.46026623
319,11250,0.2056132,0.3021974,0.060396783,0.3021974,0.3021974,0.2056132
320,11696,0.26026705,0.24915004,0.046329223,0.24915004,0.24915004,0.26026705
321,10885,0.263345,0.26144224,0.056971733,0.26144224,0.26144224,0.263345
322,7856,0.7117862,0.4730882,0.07302276,0.4730882,0.4730882,0.7117862
323,4520,0.32386252,0.34667623,0.070570335,0.34667623,0.34667623,0.32386252
324,14112,0.22213891,0.47906452,0.08794159,0.47906452,0.47906452,0.22213891
325,4097,0.6872934,0.7129554,0.17447543,0.7129554,0.7129554,0.6872934
326,7273,0.5115957,0.5344175,0.07476515,0.5344175,0.5344175,0.5115957
327,5453,0.4573607,0.4151733,0.05013454,0.4151733,0.4151733,0.4573607
328,3404,0.23345105,0.28069216,0.07098237,0.28069216,0.28069216,0.23345105
329,4549,0.46837077,0.5521317,0.08200191,0.5521317,0.5521317,0.46837077
330,10140,0.37361288,0.49667555,0.1189792,0.49667555,0.49667555,0.37361288
331,11370,0.20169249,0.30170876,0.04652093,0.30170876,0.30170876,0.20169249
332,9688,0.6219546,0.53894556,0.11807126,0.53894556,0.53894556,0.6219546
333,9000,0.39145938,0.53109765,0.086979225,0.53109765,0.53109765,0.39145938
334,14935,0.60691327,0.64860904,0.13039237,0.64860904,0.64860904,0.60691327
335,251,0.38585415,0.54951227,0.09312534,0.54951227,0.54951227,0.38585415
336,5659,0.23734179,0.31019515,0.20432913,0.31019515,0.31019515,0.23734179
337,11513,0.49489808,0.59511364,0.15634632,0.59511364,0.59511364,0.49489808
338,10460,0.4597532,0.5627969,0.13223745,0.5627969,0.5627969,0.4597532
339,15416,0.52442384,0.52961004,0.037898585,0.52961004,0.52961004,0.52442384
340,7007,0.4041949,0.5550131,0.10560307,0.5550131,0.5550131,0.4041949
