,id,truth_scaled,prediction0,avg_prediction_scaled,prediction,truth
56,4671,0.42981088,0.49142903,0.49142903,0.49142903,0.42981088
57,11113,0.77046275,0.82352674,0.82352674,0.82352674,0.77046275
58,4139,0.30589548,0.36899596,0.36899596,0.36899596,0.30589548
59,736,0.51917064,0.5488894,0.5488894,0.5488894,0.51917064
60,15553,0.5006622,0.41421363,0.41421363,0.41421363,0.5006622
61,9595,0.33207095,0.3624193,0.3624193,0.3624193,0.33207095
62,1261,0.21074083,0.20111355,0.20111355,0.20111355,0.21074083
63,1889,0.33711815,0.25238487,0.25238487,0.25238487,0.33711815
64,6594,0.4788467,0.29515794,0.29515794,0.29515794,0.4788467
65,11570,0.6170278,0.51655054,0.51655054,0.51655054,0.6170278
66,9234,0.9175223,0.5328492,0.5328492,0.5328492,0.9175223
67,4762,0.6753135,0.57722485,0.57722485,0.57722485,0.6753135
68,16027,0.36814085,0.21143913,0.21143913,0.21143913,0.36814085
69,5550,0.41347167,0.463148,0.463148,0.463148,0.41347167
70,13525,0.39769432,0.3484705,0.3484705,0.3484705,0.39769432
71,88,0.5614303,0.4685797,0.4685797,0.4685797,0.5614303
72,13853,0.6222113,0.60719603,0.60719603,0.60719603,0.6222113
73,11032,0.2064715,0.22622392,0.22622392,0.22622392,0.2064715
74,4772,0.18730506,0.19631258,0.19631258,0.19631258,0.18730506
75,14666,0.3304129,0.30051106,0.30051106,0.30051106,0.3304129
76,14796,0.2139443,0.20787016,0.20787016,0.20787016,0.2139443
77,11266,0.18806705,0.34769285,0.34769285,0.34769285,0.18806705
78,11226,0.21614963,0.22402813,0.22402813,0.22402813,0.21614963
79,12524,0.47388116,0.38767925,0.38767925,0.38767925,0.47388116
80,720,0.43029404,0.46548975,0.46548975,0.46548975,0.43029404
81,15927,0.3642302,0.28555006,0.28555006,0.28555006,0.3642302
82,15990,0.661335,0.5425242,0.5425242,0.5425242,0.661335
83,5958,0.19129017,0.18998085,0.18998085,0.18998085,0.19129017
84,10522,0.23068754,0.33465326,0.33465326,0.33465326,0.23068754
85,6872,0.51431245,0.4810251,0.4810251,0.4810251,0.51431245
86,16072,0.1542363,0.18119517,0.18119517,0.18119517,0.1542363
87,13096,0.49390718,0.5999317,0.5999317,0.5999317,0.49390718
88,10251,0.1661584,0.1635312,0.1635312,0.1635312,0.1661584
89,123,0.40537155,0.4910456,0.4910456,0.4910456,0.40537155
90,3369,0.49106452,0.47711742,0.47711742,0.47711742,0.49106452
91,2626,0.49005577,0.45434606,0.45434606,0.45434606,0.49005577
92,1748,0.50838387,0.4674007,0.4674007,0.4674007,0.50838387
93,5613,0.42384726,0.4422361,0.4422361,0.4422361,0.42384726
94,8299,0.6183466,0.58540154,0.58540154,0.58540154,0.6183466
95,10356,0.5525488,0.5289278,0.5289278,0.5289278,0.5525488
96,6415,0.42155507,0.54702616,0.54702616,0.54702616,0.42155507
97,2087,0.51298356,0.41815275,0.41815275,0.41815275,0.51298356
98,5228,0.52022827,0.58587456,0.58587456,0.58587456,0.52022827
99,2589,0.9800209,0.58113444,0.58113444,0.58113444,0.9800209
100,8019,0.34997633,0.4222002,0.4222002,0.4222002,0.34997633
101,11321,0.49414915,0.5108263,0.5108263,0.5108263,0.49414915
102,11076,0.21744443,0.18321618,0.18321618,0.18321618,0.21744443
103,9481,0.2988514,0.45751417,0.45751417,0.45751417,0.2988514
104,6037,0.21358657,0.18828282,0.18828282,0.18828282,0.21358657
105,4074,0.19444966,0.14542623,0.14542623,0.14542623,0.19444966
106,6866,0.38329616,0.40935072,0.40935072,0.40935072,0.38329616
107,4193,0.45551527,0.75356483,0.75356483,0.75356483,0.45551527
108,11468,0.4943787,0.60125005,0.60125005,0.60125005,0.4943787
109,3842,0.20736742,0.365848,0.365848,0.365848,0.20736742
110,6436,0.14972606,0.21668865,0.21668865,0.21668865,0.14972606
111,10884,0.24281564,0.3308129,0.3308129,0.3308129,0.24281564
112,2189,0.4861158,0.52831477,0.52831477,0.52831477,0.4861158
113,15170,0.74198455,0.542189,0.542189,0.542189,0.74198455
114,2453,0.40208414,0.2464557,0.2464557,0.2464557,0.40208414
115,11784,0.4197436,0.5503846,0.5503846,0.5503846,0.4197436
116,9612,0.43802112,0.25556815,0.25556815,0.25556815,0.43802112
117,13119,0.2041163,0.18346995,0.18346995,0.18346995,0.2041163
118,6630,0.40752342,0.50343525,0.50343525,0.50343525,0.40752342
119,7709,0.44457144,0.43355793,0.43355793,0.43355793,0.44457144
120,11087,0.49561343,0.59044915,0.59044915,0.59044915,0.49561343
121,2145,0.29976064,0.3924694,0.3924694,0.3924694,0.29976064
122,14974,0.2019847,0.18812639,0.18812639,0.18812639,0.2019847
123,1655,0.3203493,0.19476163,0.19476163,0.19476163,0.3203493
124,12058,0.44789356,0.42160445,0.42160445,0.42160445,0.44789356
125,6741,0.31285942,0.20275772,0.20275772,0.20275772,0.31285942
126,9682,0.40633833,0.49806255,0.49806255,0.49806255,0.40633833
127,6831,0.22368015,0.2488196,0.2488196,0.2488196,0.22368015
128,12973,0.5550136,0.65239733,0.65239733,0.65239733,0.5550136
129,304,0.7005658,0.59359527,0.59359527,0.59359527,0.7005658
130,14399,0.41385257,0.2568916,0.2568916,0.2568916,0.41385257
131,10546,0.27367157,0.18663344,0.18663344,0.18663344,0.27367157
132,4353,0.40285563,0.55477107,0.55477107,0.55477107,0.40285563
133,10550,0.35161692,0.368702,0.368702,0.368702,0.35161692
134,2405,0.34048045,0.30061233,0.30061233,0.30061233,0.34048045
135,6803,0.20224649,0.22524425,0.22524425,0.22524425,0.20224649
136,426,0.33469233,0.30429894,0.30429894,0.30429894,0.33469233
137,5747,0.45074895,0.26978323,0.26978323,0.26978323,0.45074895
138,5375,0.15489438,0.22251235,0.22251235,0.22251235,0.15489438
139,12176,0.4937624,0.42992178,0.42992178,0.42992178,0.4937624
140,12184,0.18477239,0.30266118,0.30266118,0.30266118,0.18477239
141,101,0.16454618,0.2022185,0.2022185,0.2022185,0.16454618
142,5459,0.6014747,0.5241148,0.5241148,0.5241148,0.6014747
143,9368,0.21282266,0.14115359,0.14115359,0.14115359,0.21282266
144,15989,0.20765968,0.25160027,0.25160027,0.25160027,0.20765968
145,7716,0.76138866,0.5953834,0.5953834,0.5953834,0.76138866
146,14847,0.48909584,0.38336837,0.38336837,0.38336837,0.48909584
147,15845,0.18607953,0.7077677,0.7077677,0.7077677,0.18607953
148,7885,0.22283727,0.22634047,0.22634047,0.22634047,0.22283727
149,10263,0.25689724,0.27850604,0.27850604,0.27850604,0.25689724
150,9717,0.9485983,0.62277764,0.62277764,0.62277764,0.9485983
151,12409,0.40850464,0.6148213,0.6148213,0.6148213,0.40850464
152,10005,0.50577015,0.475976,0.475976,0.475976,0.50577015
153,11265,0.559195,0.5163845,0.5163845,0.5163845,0.559195
154,14218,0.70804954,0.5132996,0.5132996,0.5132996,0.70804954
155,1935,0.63188374,0.5166508,0.5166508,0.5166508,0.63188374
156,10252,0.41628402,0.36421114,0.36421114,0.36421114,0.41628402
157,6162,0.8621481,0.56792575,0.56792575,0.56792575,0.8621481
158,9318,0.40338746,0.33547756,0.33547756,0.33547756,0.40338746
159,7671,0.5170137,0.68831813,0.68831813,0.68831813,0.5170137
160,2154,0.44455987,0.20328802,0.20328802,0.20328802,0.44455987
161,3745,0.4494074,0.5185565,0.5185565,0.5185565,0.4494074
162,9360,0.2503802,0.13779658,0.13779658,0.13779658,0.2503802
163,5094,0.41501,0.5351018,0.5351018,0.5351018,0.41501
164,3651,0.40347722,0.33305103,0.33305103,0.33305103,0.40347722
165,14022,0.4587638,0.49453765,0.49453765,0.49453765,0.4587638
166,5963,0.42866036,0.46502092,0.46502092,0.46502092,0.42866036
167,2177,0.76745546,0.6562401,0.6562401,0.6562401,0.76745546
168,10548,0.4323429,0.5500158,0.5500158,0.5500158,0.4323429
169,13291,0.541386,0.42817578,0.42817578,0.42817578,0.541386
170,8009,0.23253432,0.21655793,0.21655793,0.21655793,0.23253432
171,14553,0.4787569,0.53876376,0.53876376,0.53876376,0.4787569
172,15476,0.56612116,0.5969182,0.5969182,0.5969182,0.56612116
173,9383,0.23575279,0.25972167,0.25972167,0.25972167,0.23575279
174,11340,0.42206025,0.4883876,0.4883876,0.4883876,0.42206025
175,4089,0.45815927,0.435306,0.435306,0.435306,0.45815927
176,11967,0.42349458,0.54334074,0.54334074,0.54334074,0.42349458
177,9418,0.31399336,0.27594346,0.27594346,0.27594346,0.31399336
178,10496,0.54889876,0.44416398,0.44416398,0.44416398,0.54889876
179,169,0.30046174,0.23448771,0.23448771,0.23448771,0.30046174
180,12278,0.27644485,0.33744097,0.33744097,0.33744097,0.27644485
181,6202,0.5274919,0.5500854,0.5500854,0.5500854,0.5274919
182,4863,0.49661595,0.38949674,0.38949674,0.38949674,0.49661595
183,1199,0.20602006,0.16446412,0.16446412,0.16446412,0.20602006
184,735,0.69826823,0.65096384,0.65096384,0.65096384,0.69826823
185,5562,0.6771031,0.43130603,0.43130603,0.43130603,0.6771031
186,7300,0.4753094,0.5239394,0.5239394,0.5239394,0.4753094
187,2439,0.61298025,0.5181185,0.5181185,0.5181185,0.61298025
188,8284,0.28646123,0.29311264,0.29311264,0.29311264,0.28646123
189,10721,0.63179535,0.7825557,0.7825557,0.7825557,0.63179535
190,15910,0.83853287,0.7068424,0.7068424,0.7068424,0.83853287
191,3288,0.18785311,0.14328219,0.14328219,0.14328219,0.18785311
192,12036,0.14187364,0.16989423,0.16989423,0.16989423,0.14187364
193,4337,0.31407422,0.2887954,0.2887954,0.2887954,0.31407422
194,1984,0.20837538,0.2361444,0.2361444,0.2361444,0.20837538
195,7953,0.16312361,0.12759632,0.12759632,0.12759632,0.16312361
196,6070,0.65872085,0.51469207,0.51469207,0.51469207,0.65872085
197,8372,0.15236324,0.19261947,0.19261947,0.19261947,0.15236324
198,8541,0.45120916,0.611113,0.611113,0.611113,0.45120916
199,4329,0.69808394,0.5874014,0.5874014,0.5874014,0.69808394
200,5015,0.4272803,0.4796601,0.4796601,0.4796601,0.4272803
201,6853,0.3625356,0.3600151,0.3600151,0.3600151,0.3625356
202,5900,0.31412613,0.28410542,0.28410542,0.28410542,0.31412613
203,3449,0.4068137,0.18847398,0.18847398,0.18847398,0.4068137
204,4119,0.15252243,0.17074469,0.17074469,0.17074469,0.15252243
205,5652,0.49477854,0.514433,0.514433,0.514433,0.49477854
206,7792,0.61066526,0.68494475,0.68494475,0.68494475,0.61066526
207,3865,0.41609812,0.49923724,0.49923724,0.49923724,0.41609812
208,387,0.47979143,0.49605304,0.49605304,0.49605304,0.47979143
209,1632,0.14373071,0.18149842,0.18149842,0.18149842,0.14373071
210,150,0.81340563,0.65284896,0.65284896,0.65284896,0.81340563
211,6685,0.51325923,0.5983433,0.5983433,0.5983433,0.51325923
212,6050,0.3025756,0.2589453,0.2589453,0.2589453,0.3025756
213,13195,0.2922015,0.22702907,0.22702907,0.22702907,0.2922015
214,7887,0.69267696,0.50799,0.50799,0.50799,0.69267696
215,14036,0.6177137,0.72164154,0.72164154,0.72164154,0.6177137
216,13702,0.25217676,0.40977323,0.40977323,0.40977323,0.25217676
217,5598,0.41719416,0.24370867,0.24370867,0.24370867,0.41719416
218,9125,0.7337299,0.75303787,0.75303787,0.75303787,0.7337299
219,12121,0.1881231,0.20791587,0.20791587,0.20791587,0.1881231
220,14913,0.47144437,0.5885184,0.5885184,0.5885184,0.47144437
221,6501,0.45949867,0.6793459,0.6793459,0.6793459,0.45949867
222,12291,0.4361389,0.4989959,0.4989959,0.4989959,0.4361389
223,3468,0.44637108,0.4788544,0.4788544,0.4788544,0.44637108
224,15829,0.18848543,0.18985812,0.18985812,0.18985812,0.18848543
225,8922,0.35862765,0.38027754,0.38027754,0.38027754,0.35862765
226,291,0.6156729,0.5505208,0.5505208,0.5505208,0.6156729
227,977,0.1423917,0.21430337,0.21430337,0.21430337,0.1423917
228,14149,0.46872398,0.49718416,0.49718416,0.49718416,0.46872398
229,3463,0.5156072,0.44074264,0.44074264,0.44074264,0.5156072
230,6902,0.49232495,0.53577346,0.53577346,0.53577346,0.49232495
231,15824,0.64857185,0.49575284,0.49575284,0.49575284,0.64857185
232,13495,0.77114123,0.50677776,0.50677776,0.50677776,0.77114123
233,9870,0.20666893,0.24676934,0.24676934,0.24676934,0.20666893
234,11838,0.21217752,0.16540988,0.16540988,0.16540988,0.21217752
235,14870,0.68357986,0.678646,0.678646,0.678646,0.68357986
236,2595,0.5522245,0.5567993,0.5567993,0.5567993,0.5522245
237,12501,0.514362,0.49546343,0.49546343,0.49546343,0.514362
238,13190,0.6199088,0.5727871,0.5727871,0.5727871,0.6199088
239,9314,0.16223897,0.14508235,0.14508235,0.14508235,0.16223897
240,8000,0.4514015,0.34673944,0.34673944,0.34673944,0.4514015
241,5098,0.45053402,0.4431589,0.4431589,0.4431589,0.45053402
242,14850,0.59201825,0.5836796,0.5836796,0.5836796,0.59201825
243,8897,0.45043612,0.38142443,0.38142443,0.38142443,0.45043612
244,5323,0.24822144,0.2245813,0.2245813,0.2245813,0.24822144
245,13396,0.17429186,0.19791186,0.19791186,0.19791186,0.17429186
246,8665,0.23466797,0.19962159,0.19962159,0.19962159,0.23466797
247,10499,0.25267106,0.25072128,0.25072128,0.25072128,0.25267106
248,15813,0.47791937,0.4925866,0.4925866,0.4925866,0.47791937
249,4215,0.6054823,0.59191227,0.59191227,0.59191227,0.6054823
250,7936,0.25857458,0.27550068,0.27550068,0.27550068,0.25857458
251,5849,0.3637632,0.36561513,0.36561513,0.36561513,0.3637632
252,11429,0.32424155,0.39026546,0.39026546,0.39026546,0.32424155
253,2334,0.4612828,0.36390024,0.36390024,0.36390024,0.4612828
254,13230,0.8258808,0.63831615,0.63831615,0.63831615,0.8258808
255,10806,0.38754782,0.43752605,0.43752605,0.43752605,0.38754782
256,15782,0.6428202,0.54900557,0.54900557,0.54900557,0.6428202
257,6466,0.8348994,0.4908711,0.4908711,0.4908711,0.8348994
258,9709,0.46547955,0.47943503,0.47943503,0.47943503,0.46547955
259,11620,0.32820433,0.33639959,0.33639959,0.33639959,0.32820433
260,5868,0.7041896,0.75372756,0.75372756,0.75372756,0.7041896
261,12119,0.703174,0.64623547,0.64623547,0.64623547,0.703174
262,7372,0.42448443,0.43354082,0.43354082,0.43354082,0.42448443
263,10483,0.20589058,0.23321196,0.23321196,0.23321196,0.20589058
264,15452,0.19868666,0.26971135,0.26971135,0.26971135,0.19868666
265,7444,0.44834805,0.40989056,0.40989056,0.40989056,0.44834805
266,4400,0.45542476,0.5257555,0.5257555,0.5257555,0.45542476
267,15308,0.9833861,0.6677532,0.6677532,0.6677532,0.9833861
268,14718,0.41193685,0.38587752,0.38587752,0.38587752,0.41193685
269,13157,0.6072223,0.6516969,0.6516969,0.6516969,0.6072223
270,7150,0.46544304,0.5473025,0.5473025,0.5473025,0.46544304
271,8992,0.4616059,0.4037028,0.4037028,0.4037028,0.4616059
272,8589,0.48398805,0.44840616,0.44840616,0.44840616,0.48398805
273,5363,0.6237867,0.5660068,0.5660068,0.5660068,0.6237867
274,2616,0.47235793,0.52653015,0.52653015,0.52653015,0.47235793
275,5165,0.3496012,0.62895656,0.62895656,0.62895656,0.3496012
276,10095,0.4633143,0.39826193,0.39826193,0.39826193,0.4633143
277,2174,0.8286839,0.7879891,0.7879891,0.7879891,0.8286839
278,9355,0.34231368,0.46567655,0.46567655,0.46567655,0.34231368
279,5333,0.6234869,0.5812385,0.5812385,0.5812385,0.6234869
280,11980,0.15230937,0.18085971,0.18085971,0.18085971,0.15230937
281,10423,0.35377136,0.38822046,0.38822046,0.38822046,0.35377136
282,12742,0.41686055,0.5264541,0.5264541,0.5264541,0.41686055
283,12192,0.49858737,0.5467577,0.5467577,0.5467577,0.49858737
284,15463,0.23046659,0.20715754,0.20715754,0.20715754,0.23046659
285,15766,0.694513,0.3820336,0.3820336,0.3820336,0.694513
286,9661,0.6413178,0.73708594,0.73708594,0.73708594,0.6413178
287,751,0.5662856,0.49517998,0.49517998,0.49517998,0.5662856
288,6883,0.5685531,0.5825875,0.5825875,0.5825875,0.5685531
289,10907,0.44368687,0.67600715,0.67600715,0.67600715,0.44368687
290,11243,0.16723466,0.18325052,0.18325052,0.18325052,0.16723466
291,14973,0.33407208,0.20563164,0.20563164,0.20563164,0.33407208
292,1411,0.59305304,0.6833936,0.6833936,0.6833936,0.59305304
293,4304,0.98024654,0.587204,0.587204,0.587204,0.98024654
294,9880,0.41565916,0.4961709,0.4961709,0.4961709,0.41565916
295,7181,0.7208927,0.6220261,0.6220261,0.6220261,0.7208927
296,4162,0.77325577,0.70701826,0.70701826,0.70701826,0.77325577
297,8373,0.26467174,0.1903168,0.1903168,0.1903168,0.26467174
298,9814,0.48567298,0.6325972,0.6325972,0.6325972,0.48567298
299,1320,0.4758301,0.456545,0.456545,0.456545,0.4758301
300,7741,0.26198655,0.1731635,0.1731635,0.1731635,0.26198655
301,6027,0.4568237,0.4015065,0.4015065,0.4015065,0.4568237
302,11909,0.25735602,0.20604247,0.20604247,0.20604247,0.25735602
303,9088,0.23644465,0.25358135,0.25358135,0.25358135,0.23644465
304,7201,0.18197364,0.19640112,0.19640112,0.19640112,0.18197364
305,12783,0.39964113,0.38112152,0.38112152,0.38112152,0.39964113
306,11507,0.32638818,0.19500881,0.19500881,0.19500881,0.32638818
307,4977,0.71213144,0.46954435,0.46954435,0.46954435,0.71213144
308,12449,0.3298574,0.31623787,0.31623787,0.31623787,0.3298574
309,7581,0.17427549,0.26089457,0.26089457,0.26089457,0.17427549
310,2450,0.36973608,0.5837578,0.5837578,0.5837578,0.36973608
311,4840,0.5498356,0.5507863,0.5507863,0.5507863,0.5498356
312,127,0.65227574,0.44133177,0.44133177,0.44133177,0.65227574
313,4034,0.35613376,0.37114334,0.37114334,0.37114334,0.35613376
314,9778,0.21839178,0.12709862,0.12709862,0.12709862,0.21839178
315,3445,0.7530691,0.894514,0.894514,0.894514,0.7530691
316,99,0.40231436,0.47041157,0.47041157,0.47041157,0.40231436
317,6558,0.33262134,0.40396443,0.40396443,0.40396443,0.33262134
318,7598,0.46026623,0.3862613,0.3862613,0.3862613,0.46026623
319,11250,0.2056132,0.26817638,0.26817638,0.26817638,0.2056132
320,11696,0.26026705,0.26589727,0.26589727,0.26589727,0.26026705
321,10885,0.263345,0.30115598,0.30115598,0.30115598,0.263345
322,7856,0.7117862,0.50051624,0.50051624,0.50051624,0.7117862
323,4520,0.32386252,0.44199306,0.44199306,0.44199306,0.32386252
324,14112,0.22213891,0.53395534,0.53395534,0.53395534,0.22213891
325,4097,0.6872934,0.62168264,0.62168264,0.62168264,0.6872934
326,7273,0.5115957,0.57199097,0.57199097,0.57199097,0.5115957
327,5453,0.4573607,0.50455713,0.50455713,0.50455713,0.4573607
328,3404,0.23345105,0.2672829,0.2672829,0.2672829,0.23345105
329,4549,0.46837077,0.40713117,0.40713117,0.40713117,0.46837077
330,10140,0.37361288,0.44989485,0.44989485,0.44989485,0.37361288
331,11370,0.20169249,0.2756196,0.2756196,0.2756196,0.20169249
332,9688,0.6219546,0.55933696,0.55933696,0.55933696,0.6219546
333,9000,0.39145938,0.51371855,0.51371855,0.51371855,0.39145938
334,14935,0.60691327,0.54868656,0.54868656,0.54868656,0.60691327
335,251,0.38585415,0.5321073,0.5321073,0.5321073,0.38585415
336,5659,0.23734179,0.17535397,0.17535397,0.17535397,0.23734179
337,11513,0.49489808,0.59024864,0.59024864,0.59024864,0.49489808
338,10460,0.4597532,0.6060465,0.6060465,0.6060465,0.4597532
339,15416,0.52442384,0.55256104,0.55256104,0.55256104,0.52442384
340,7007,0.4041949,0.5572337,0.5572337,0.5572337,0.4041949
341,7838,0.40104327,0.403998,0.403998,0.403998,0.40104327
342,2227,0.2425497,0.23699789,0.23699789,0.23699789,0.2425497
343,14518,0.55427665,0.5261597,0.5261597,0.5261597,0.55427665
344,11110,0.45427737,0.5167972,0.5167972,0.5167972,0.45427737
345,4560,0.532055,0.5080552,0.5080552,0.5080552,0.532055
346,2448,0.21505402,0.18759684,0.18759684,0.18759684,0.21505402
347,6561,0.4366338,0.37712914,0.37712914,0.37712914,0.4366338
348,8268,0.6102847,0.52789235,0.52789235,0.52789235,0.6102847
349,2859,0.52025414,0.45861885,0.45861885,0.45861885,0.52025414
350,13710,0.60359675,0.6552532,0.6552532,0.6552532,0.60359675
351,1071,0.20317137,0.23078284,0.23078284,0.23078284,0.20317137
352,6181,0.41475293,0.34972084,0.34972084,0.34972084,0.41475293
353,1358,0.6035516,0.6731634,0.6731634,0.6731634,0.6035516
354,14393,0.4757254,0.5624195,0.5624195,0.5624195,0.4757254
355,12225,0.26300913,0.20591879,0.20591879,0.20591879,0.26300913
356,2856,0.52098167,0.45501247,0.45501247,0.45501247,0.52098167
357,2308,0.4831287,0.5967684,0.5967684,0.5967684,0.4831287
358,9246,0.507566,0.548278,0.548278,0.548278,0.507566
359,15163,0.61890715,0.5240477,0.5240477,0.5240477,0.61890715
360,14122,0.4847816,0.36724183,0.36724183,0.36724183,0.4847816
361,3194,0.56326634,0.49409834,0.49409834,0.49409834,0.56326634
362,10240,0.7077774,0.23726572,0.23726572,0.23726572,0.7077774
363,1163,0.58581257,0.5475535,0.5475535,0.5475535,0.58581257
364,6888,0.44280156,0.45205992,0.45205992,0.45205992,0.44280156
365,3698,0.15480979,0.16945466,0.16945466,0.16945466,0.15480979
366,9445,0.35035366,0.3168028,0.3168028,0.3168028,0.35035366
367,15526,0.23873487,0.25252417,0.25252417,0.25252417,0.23873487
368,13368,0.50679034,0.38337398,0.38337398,0.38337398,0.50679034
369,13048,0.19194694,0.19244516,0.19244516,0.19244516,0.19194694
370,7292,0.2399221,0.16638191,0.16638191,0.16638191,0.2399221
371,6818,0.63645595,0.68040526,0.68040526,0.68040526,0.63645595
372,7874,0.43452343,0.50723493,0.50723493,0.50723493,0.43452343
373,1983,0.4605358,0.6815622,0.6815622,0.6815622,0.4605358
374,1684,0.429009,0.38171005,0.38171005,0.38171005,0.429009
375,3656,0.21173048,0.21670848,0.21670848,0.21670848,0.21173048
376,11963,0.39674616,0.45050383,0.45050383,0.45050383,0.39674616
377,15960,0.3219906,0.2914252,0.2914252,0.2914252,0.3219906
378,5564,0.19449219,0.16898423,0.16898423,0.16898423,0.19449219
379,3898,0.77308565,0.63202417,0.63202417,0.63202417,0.77308565
380,2830,0.2658778,0.5820886,0.5820886,0.5820886,0.2658778
381,15230,0.26527467,0.16135688,0.16135688,0.16135688,0.26527467
382,6177,0.39747944,0.6302934,0.6302934,0.6302934,0.39747944
383,13098,0.36875358,0.25728616,0.25728616,0.25728616,0.36875358
384,1720,0.41643485,0.54732895,0.54732895,0.54732895,0.41643485
385,15175,0.36945006,0.26882493,0.26882493,0.26882493,0.36945006
386,1346,0.27938753,0.2671575,0.2671575,0.2671575,0.27938753
387,13893,0.79563826,0.7426063,0.7426063,0.7426063,0.79563826
388,8700,0.1860157,0.30769986,0.30769986,0.30769986,0.1860157
389,2319,0.58748376,0.5041028,0.5041028,0.5041028,0.58748376
390,11020,0.4076402,0.28230155,0.28230155,0.28230155,0.4076402
391,13416,0.3927289,0.31880963,0.31880963,0.31880963,0.3927289
392,5888,0.2077314,0.26243758,0.26243758,0.26243758,0.2077314
393,10810,0.23851731,0.22421767,0.22421767,0.22421767,0.23851731
394,10796,0.21577194,0.30010366,0.30010366,0.30010366,0.21577194
395,13053,0.55703044,0.5595182,0.5595182,0.5595182,0.55703044
396,1747,0.46350497,0.3952453,0.3952453,0.3952453,0.46350497
397,5678,0.34820086,0.30252522,0.30252522,0.30252522,0.34820086
398,4012,0.18594407,0.23110487,0.23110487,0.23110487,0.18594407
399,12821,0.6008406,0.6551971,0.6551971,0.6551971,0.6008406
