,id,truth_scaled,prediction0,avg_prediction_scaled,prediction,truth
45,9862,0.17901166,0.13876127,0.13876127,0.13876127,0.17901166
46,4375,0.46505237,0.28593886,0.28593886,0.28593886,0.46505237
47,11930,0.23710112,0.14543307,0.14543307,0.14543307,0.23710112
48,11281,0.25826165,0.17015538,0.17015538,0.17015538,0.25826165
49,6333,0.395019,0.42034984,0.42034984,0.42034984,0.395019
50,12959,0.6961884,0.40857756,0.40857756,0.40857756,0.6961884
51,14102,0.70203394,0.46306658,0.46306658,0.46306658,0.70203394
52,3635,0.5140164,0.16261359,0.16261359,0.16261359,0.5140164
53,2684,0.46619675,0.42109677,0.42109677,0.42109677,0.46619675
54,10797,0.19648436,0.18225887,0.18225887,0.18225887,0.19648436
55,1213,0.24373257,0.17515016,0.17515016,0.17515016,0.24373257
56,4671,0.42981088,0.3453318,0.3453318,0.3453318,0.42981088
57,11113,0.77046275,0.6867119,0.6867119,0.6867119,0.77046275
58,4139,0.30589548,0.34414464,0.34414464,0.34414464,0.30589548
59,736,0.51917064,0.38651806,0.38651806,0.38651806,0.51917064
60,15553,0.5006622,0.38217175,0.38217175,0.38217175,0.5006622
61,9595,0.33207095,0.2751503,0.2751503,0.2751503,0.33207095
62,1261,0.21074083,0.18049304,0.18049304,0.18049304,0.21074083
63,1889,0.33711815,0.30585468,0.30585468,0.30585468,0.33711815
64,6594,0.4788467,0.45166197,0.45166197,0.45166197,0.4788467
65,11570,0.6170278,0.5117354,0.5117354,0.5117354,0.6170278
66,9234,0.9175223,0.45823207,0.45823207,0.45823207,0.9175223
67,4762,0.6753135,0.46314067,0.46314067,0.46314067,0.6753135
68,16027,0.36814085,0.1677616,0.1677616,0.1677616,0.36814085
69,5550,0.41347167,0.41777113,0.41777113,0.41777113,0.41347167
70,13525,0.39769432,0.34383887,0.34383887,0.34383887,0.39769432
71,88,0.5614303,0.3790928,0.3790928,0.3790928,0.5614303
72,13853,0.6222113,0.43075174,0.43075174,0.43075174,0.6222113
73,11032,0.2064715,0.19803956,0.19803956,0.19803956,0.2064715
74,4772,0.18730506,0.15694386,0.15694386,0.15694386,0.18730506
75,14666,0.3304129,0.18816555,0.18816555,0.18816555,0.3304129
76,14796,0.2139443,0.17719722,0.17719722,0.17719722,0.2139443
77,11266,0.18806705,0.20890588,0.20890588,0.20890588,0.18806705
78,11226,0.21614963,0.19012783,0.19012783,0.19012783,0.21614963
79,12524,0.47388116,0.35237423,0.35237423,0.35237423,0.47388116
80,720,0.43029404,0.40303114,0.40303114,0.40303114,0.43029404
81,15927,0.3642302,0.31084907,0.31084907,0.31084907,0.3642302
82,15990,0.661335,0.4571783,0.4571783,0.4571783,0.661335
83,5958,0.19129017,0.16008763,0.16008763,0.16008763,0.19129017
84,10522,0.23068754,0.26725343,0.26725343,0.26725343,0.23068754
85,6872,0.51431245,0.51083136,0.51083136,0.51083136,0.51431245
86,16072,0.1542363,0.15422118,0.15422118,0.15422118,0.1542363
87,13096,0.49390718,0.47856054,0.47856054,0.47856054,0.49390718
88,10251,0.1661584,0.122843385,0.122843385,0.122843385,0.1661584
89,123,0.40537155,0.41035298,0.41035298,0.41035298,0.40537155
90,3369,0.49106452,0.4622796,0.4622796,0.4622796,0.49106452
91,2626,0.49005577,0.32078332,0.32078332,0.32078332,0.49005577
92,1748,0.50838387,0.30784315,0.30784315,0.30784315,0.50838387
93,5613,0.42384726,0.37848273,0.37848273,0.37848273,0.42384726
94,8299,0.6183466,0.4700554,0.4700554,0.4700554,0.6183466
95,10356,0.5525488,0.4718178,0.4718178,0.4718178,0.5525488
96,6415,0.42155507,0.43052304,0.43052304,0.43052304,0.42155507
97,2087,0.51298356,0.38644493,0.38644493,0.38644493,0.51298356
98,5228,0.52022827,0.45554247,0.45554247,0.45554247,0.52022827
99,2589,0.9800209,0.4433979,0.4433979,0.4433979,0.9800209
100,8019,0.34997633,0.32504082,0.32504082,0.32504082,0.34997633
101,11321,0.49414915,0.4169826,0.4169826,0.4169826,0.49414915
102,11076,0.21744443,0.15611842,0.15611842,0.15611842,0.21744443
103,9481,0.2988514,0.47300434,0.47300434,0.47300434,0.2988514
104,6037,0.21358657,0.16268703,0.16268703,0.16268703,0.21358657
105,4074,0.19444966,0.14541116,0.14541116,0.14541116,0.19444966
106,6866,0.38329616,0.42944908,0.42944908,0.42944908,0.38329616
107,4193,0.45551527,0.29036736,0.29036736,0.29036736,0.45551527
108,11468,0.4943787,0.46525988,0.46525988,0.46525988,0.4943787
109,3842,0.20736742,0.1697074,0.1697074,0.1697074,0.20736742
110,6436,0.14972606,0.1263841,0.1263841,0.1263841,0.14972606
111,10884,0.24281564,0.15547742,0.15547742,0.15547742,0.24281564
112,2189,0.4861158,0.37715673,0.37715673,0.37715673,0.4861158
113,15170,0.74198455,0.4975642,0.4975642,0.4975642,0.74198455
114,2453,0.40208414,0.2241928,0.2241928,0.2241928,0.40208414
115,11784,0.4197436,0.4521233,0.4521233,0.4521233,0.4197436
116,9612,0.43802112,0.19164556,0.19164556,0.19164556,0.43802112
117,13119,0.2041163,0.12707277,0.12707277,0.12707277,0.2041163
118,6630,0.40752342,0.4057312,0.4057312,0.4057312,0.40752342
119,7709,0.44457144,0.43605474,0.43605474,0.43605474,0.44457144
120,11087,0.49561343,0.45490322,0.45490322,0.45490322,0.49561343
121,2145,0.29976064,0.38415664,0.38415664,0.38415664,0.29976064
122,14974,0.2019847,0.15791102,0.15791102,0.15791102,0.2019847
123,1655,0.3203493,0.18099062,0.18099062,0.18099062,0.3203493
124,12058,0.44789356,0.38348007,0.38348007,0.38348007,0.44789356
125,6741,0.31285942,0.21287967,0.21287967,0.21287967,0.31285942
126,9682,0.40633833,0.3967262,0.3967262,0.3967262,0.40633833
127,6831,0.22368015,0.1585106,0.1585106,0.1585106,0.22368015
128,12973,0.5550136,0.527514,0.527514,0.527514,0.5550136
129,304,0.7005658,0.42860156,0.42860156,0.42860156,0.7005658
130,14399,0.41385257,0.16281755,0.16281755,0.16281755,0.41385257
131,10546,0.27367157,0.1533416,0.1533416,0.1533416,0.27367157
132,4353,0.40285563,0.42127258,0.42127258,0.42127258,0.40285563
133,10550,0.35161692,0.35177574,0.35177574,0.35177574,0.35161692
134,2405,0.34048045,0.30380034,0.30380034,0.30380034,0.34048045
135,6803,0.20224649,0.15479627,0.15479627,0.15479627,0.20224649
136,426,0.33469233,0.23822801,0.23822801,0.23822801,0.33469233
137,5747,0.45074895,0.3534772,0.3534772,0.3534772,0.45074895
138,5375,0.15489438,0.1391883,0.1391883,0.1391883,0.15489438
139,12176,0.4937624,0.40735552,0.40735552,0.40735552,0.4937624
140,12184,0.18477239,0.2515439,0.2515439,0.2515439,0.18477239
141,101,0.16454618,0.17029986,0.17029986,0.17029986,0.16454618
142,5459,0.6014747,0.42548597,0.42548597,0.42548597,0.6014747
143,9368,0.21282266,0.18214472,0.18214472,0.18214472,0.21282266
144,15989,0.20765968,0.15657803,0.15657803,0.15657803,0.20765968
145,7716,0.76138866,0.47998628,0.47998628,0.47998628,0.76138866
146,14847,0.48909584,0.3504267,0.3504267,0.3504267,0.48909584
147,15845,0.18607953,0.16928731,0.16928731,0.16928731,0.18607953
148,7885,0.22283727,0.19044104,0.19044104,0.19044104,0.22283727
149,10263,0.25689724,0.18566331,0.18566331,0.18566331,0.25689724
150,9717,0.9485983,0.6020323,0.6020323,0.6020323,0.9485983
151,12409,0.40850464,0.49098969,0.49098969,0.49098969,0.40850464
152,10005,0.50577015,0.44891274,0.44891274,0.44891274,0.50577015
153,11265,0.559195,0.40043792,0.40043792,0.40043792,0.559195
154,14218,0.70804954,0.45447478,0.45447478,0.45447478,0.70804954
155,1935,0.63188374,0.40367803,0.40367803,0.40367803,0.63188374
156,10252,0.41628402,0.408583,0.408583,0.408583,0.41628402
157,6162,0.8621481,0.42781854,0.42781854,0.42781854,0.8621481
158,9318,0.40338746,0.25539193,0.25539193,0.25539193,0.40338746
159,7671,0.5170137,0.5235517,0.5235517,0.5235517,0.5170137
160,2154,0.44455987,0.14528659,0.14528659,0.14528659,0.44455987
161,3745,0.4494074,0.44309855,0.44309855,0.44309855,0.4494074
162,9360,0.2503802,0.16595091,0.16595091,0.16595091,0.2503802
163,5094,0.41501,0.4034533,0.4034533,0.4034533,0.41501
164,3651,0.40347722,0.175036,0.175036,0.175036,0.40347722
165,14022,0.4587638,0.46456224,0.46456224,0.46456224,0.4587638
166,5963,0.42866036,0.369641,0.369641,0.369641,0.42866036
167,2177,0.76745546,0.5294591,0.5294591,0.5294591,0.76745546
168,10548,0.4323429,0.57170784,0.57170784,0.57170784,0.4323429
169,13291,0.541386,0.42295042,0.42295042,0.42295042,0.541386
170,8009,0.23253432,0.1574074,0.1574074,0.1574074,0.23253432
171,14553,0.4787569,0.47015488,0.47015488,0.47015488,0.4787569
172,15476,0.56612116,0.42633095,0.42633095,0.42633095,0.56612116
173,9383,0.23575279,0.22475731,0.22475731,0.22475731,0.23575279
174,11340,0.42206025,0.4280396,0.4280396,0.4280396,0.42206025
175,4089,0.45815927,0.40133333,0.40133333,0.40133333,0.45815927
176,11967,0.42349458,0.4976386,0.4976386,0.4976386,0.42349458
177,9418,0.31399336,0.24247754,0.24247754,0.24247754,0.31399336
178,10496,0.54889876,0.4242149,0.4242149,0.4242149,0.54889876
179,169,0.30046174,0.1622024,0.1622024,0.1622024,0.30046174
180,12278,0.27644485,0.2656449,0.2656449,0.2656449,0.27644485
181,6202,0.5274919,0.5057298,0.5057298,0.5057298,0.5274919
182,4863,0.49661595,0.35467258,0.35467258,0.35467258,0.49661595
183,1199,0.20602006,0.17747399,0.17747399,0.17747399,0.20602006
184,735,0.69826823,0.54977006,0.54977006,0.54977006,0.69826823
185,5562,0.6771031,0.4530713,0.4530713,0.4530713,0.6771031
186,7300,0.4753094,0.48481223,0.48481223,0.48481223,0.4753094
187,2439,0.61298025,0.49065828,0.49065828,0.49065828,0.61298025
188,8284,0.28646123,0.2075213,0.2075213,0.2075213,0.28646123
189,10721,0.63179535,0.6444079,0.6444079,0.6444079,0.63179535
190,15910,0.83853287,0.54617065,0.54617065,0.54617065,0.83853287
191,3288,0.18785311,0.19651549,0.19651549,0.19651549,0.18785311
192,12036,0.14187364,0.13706654,0.13706654,0.13706654,0.14187364
193,4337,0.31407422,0.31470856,0.31470856,0.31470856,0.31407422
194,1984,0.20837538,0.16958964,0.16958964,0.16958964,0.20837538
195,7953,0.16312361,0.116246,0.116246,0.116246,0.16312361
196,6070,0.65872085,0.4538449,0.4538449,0.4538449,0.65872085
197,8372,0.15236324,0.15316327,0.15316327,0.15316327,0.15236324
198,8541,0.45120916,0.49986625,0.49986625,0.49986625,0.45120916
199,4329,0.69808394,0.54940206,0.54940206,0.54940206,0.69808394
200,5015,0.4272803,0.39942512,0.39942512,0.39942512,0.4272803
201,6853,0.3625356,0.27408883,0.27408883,0.27408883,0.3625356
202,5900,0.31412613,0.31383353,0.31383353,0.31383353,0.31412613
203,3449,0.4068137,0.13323125,0.13323125,0.13323125,0.4068137
204,4119,0.15252243,0.13781333,0.13781333,0.13781333,0.15252243
205,5652,0.49477854,0.444787,0.444787,0.444787,0.49477854
206,7792,0.61066526,0.55314773,0.55314773,0.55314773,0.61066526
207,3865,0.41609812,0.46921173,0.46921173,0.46921173,0.41609812
208,387,0.47979143,0.39574802,0.39574802,0.39574802,0.47979143
209,1632,0.14373071,0.14179571,0.14179571,0.14179571,0.14373071
210,150,0.81340563,0.63861567,0.63861567,0.63861567,0.81340563
211,6685,0.51325923,0.43780857,0.43780857,0.43780857,0.51325923
212,6050,0.3025756,0.16028911,0.16028911,0.16028911,0.3025756
213,13195,0.2922015,0.20256655,0.20256655,0.20256655,0.2922015
214,7887,0.69267696,0.44374675,0.44374675,0.44374675,0.69267696
215,14036,0.6177137,0.4744624,0.4744624,0.4744624,0.6177137
216,13702,0.25217676,0.19338691,0.19338691,0.19338691,0.25217676
217,5598,0.41719416,0.1515228,0.1515228,0.1515228,0.41719416
218,9125,0.7337299,0.5624642,0.5624642,0.5624642,0.7337299
219,12121,0.1881231,0.16544797,0.16544797,0.16544797,0.1881231
220,14913,0.47144437,0.43061525,0.43061525,0.43061525,0.47144437
221,6501,0.45949867,0.43558648,0.43558648,0.43558648,0.45949867
222,12291,0.4361389,0.40257895,0.40257895,0.40257895,0.4361389
223,3468,0.44637108,0.41914758,0.41914758,0.41914758,0.44637108
224,15829,0.18848543,0.16051023,0.16051023,0.16051023,0.18848543
225,8922,0.35862765,0.313695,0.313695,0.313695,0.35862765
226,291,0.6156729,0.42859006,0.42859006,0.42859006,0.6156729
227,977,0.1423917,0.16649517,0.16649517,0.16649517,0.1423917
228,14149,0.46872398,0.46897575,0.46897575,0.46897575,0.46872398
229,3463,0.5156072,0.44280618,0.44280618,0.44280618,0.5156072
230,6902,0.49232495,0.41179556,0.41179556,0.41179556,0.49232495
231,15824,0.64857185,0.3902995,0.3902995,0.3902995,0.64857185
232,13495,0.77114123,0.43845952,0.43845952,0.43845952,0.77114123
233,9870,0.20666893,0.20717964,0.20717964,0.20717964,0.20666893
234,11838,0.21217752,0.16108614,0.16108614,0.16108614,0.21217752
235,14870,0.68357986,0.55702245,0.55702245,0.55702245,0.68357986
236,2595,0.5522245,0.533492,0.533492,0.533492,0.5522245
237,12501,0.514362,0.45043403,0.45043403,0.45043403,0.514362
238,13190,0.6199088,0.45575678,0.45575678,0.45575678,0.6199088
239,9314,0.16223897,0.13258594,0.13258594,0.13258594,0.16223897
240,8000,0.4514015,0.26579475,0.26579475,0.26579475,0.4514015
241,5098,0.45053402,0.39057794,0.39057794,0.39057794,0.45053402
242,14850,0.59201825,0.44270423,0.44270423,0.44270423,0.59201825
243,8897,0.45043612,0.36542767,0.36542767,0.36542767,0.45043612
244,5323,0.24822144,0.16962092,0.16962092,0.16962092,0.24822144
245,13396,0.17429186,0.16455711,0.16455711,0.16455711,0.17429186
246,8665,0.23466797,0.1885821,0.1885821,0.1885821,0.23466797
247,10499,0.25267106,0.1612771,0.1612771,0.1612771,0.25267106
248,15813,0.47791937,0.44979098,0.44979098,0.44979098,0.47791937
249,4215,0.6054823,0.4692334,0.4692334,0.4692334,0.6054823
250,7936,0.25857458,0.19798087,0.19798087,0.19798087,0.25857458
251,5849,0.3637632,0.20790425,0.20790425,0.20790425,0.3637632
252,11429,0.32424155,0.33752,0.33752,0.33752,0.32424155
253,2334,0.4612828,0.24260882,0.24260882,0.24260882,0.4612828
254,13230,0.8258808,0.5644131,0.5644131,0.5644131,0.8258808
255,10806,0.38754782,0.4377319,0.4377319,0.4377319,0.38754782
256,15782,0.6428202,0.50766313,0.50766313,0.50766313,0.6428202
257,6466,0.8348994,0.41293582,0.41293582,0.41293582,0.8348994
258,9709,0.46547955,0.3744754,0.3744754,0.3744754,0.46547955
259,11620,0.32820433,0.34638464,0.34638464,0.34638464,0.32820433
260,5868,0.7041896,0.6266673,0.6266673,0.6266673,0.7041896
261,12119,0.703174,0.5235073,0.5235073,0.5235073,0.703174
262,7372,0.42448443,0.42563784,0.42563784,0.42563784,0.42448443
263,10483,0.20589058,0.20397605,0.20397605,0.20397605,0.20589058
264,15452,0.19868666,0.3291985,0.3291985,0.3291985,0.19868666
265,7444,0.44834805,0.42509457,0.42509457,0.42509457,0.44834805
266,4400,0.45542476,0.46318254,0.46318254,0.46318254,0.45542476
267,15308,0.9833861,0.5301044,0.5301044,0.5301044,0.9833861
268,14718,0.41193685,0.365933,0.365933,0.365933,0.41193685
269,13157,0.6072223,0.5612185,0.5612185,0.5612185,0.6072223
270,7150,0.46544304,0.46548152,0.46548152,0.46548152,0.46544304
271,8992,0.4616059,0.37186775,0.37186775,0.37186775,0.4616059
272,8589,0.48398805,0.3907489,0.3907489,0.3907489,0.48398805
273,5363,0.6237867,0.5152891,0.5152891,0.5152891,0.6237867
274,2616,0.47235793,0.4423079,0.4423079,0.4423079,0.47235793
275,5165,0.3496012,0.48184815,0.48184815,0.48184815,0.3496012
276,10095,0.4633143,0.3623568,0.3623568,0.3623568,0.4633143
277,2174,0.8286839,0.5035369,0.5035369,0.5035369,0.8286839
278,9355,0.34231368,0.44833046,0.44833046,0.44833046,0.34231368
279,5333,0.6234869,0.4805544,0.4805544,0.4805544,0.6234869
280,11980,0.15230937,0.14284617,0.14284617,0.14284617,0.15230937
281,10423,0.35377136,0.34212306,0.34212306,0.34212306,0.35377136
282,12742,0.41686055,0.50411993,0.50411993,0.50411993,0.41686055
283,12192,0.49858737,0.33982873,0.33982873,0.33982873,0.49858737
284,15463,0.23046659,0.15611047,0.15611047,0.15611047,0.23046659
285,15766,0.694513,0.37594783,0.37594783,0.37594783,0.694513
286,9661,0.6413178,0.5792147,0.5792147,0.5792147,0.6413178
287,751,0.5662856,0.3942971,0.3942971,0.3942971,0.5662856
288,6883,0.5685531,0.46188205,0.46188205,0.46188205,0.5685531
289,10907,0.44368687,0.42827848,0.42827848,0.42827848,0.44368687
290,11243,0.16723466,0.1401664,0.1401664,0.1401664,0.16723466
291,14973,0.33407208,0.15576139,0.15576139,0.15576139,0.33407208
292,1411,0.59305304,0.5768048,0.5768048,0.5768048,0.59305304
293,4304,0.98024654,0.47808442,0.47808442,0.47808442,0.98024654
294,9880,0.41565916,0.41490325,0.41490325,0.41490325,0.41565916
295,7181,0.7208927,0.5214093,0.5214093,0.5214093,0.7208927
296,4162,0.77325577,0.5921874,0.5921874,0.5921874,0.77325577
297,8373,0.26467174,0.26179677,0.26179677,0.26179677,0.26467174
298,9814,0.48567298,0.55184186,0.55184186,0.55184186,0.48567298
299,1320,0.4758301,0.3551821,0.3551821,0.3551821,0.4758301
300,7741,0.26198655,0.12560257,0.12560257,0.12560257,0.26198655
301,6027,0.4568237,0.35840097,0.35840097,0.35840097,0.4568237
302,11909,0.25735602,0.16996558,0.16996558,0.16996558,0.25735602
303,9088,0.23644465,0.16007926,0.16007926,0.16007926,0.23644465
304,7201,0.18197364,0.11881962,0.11881962,0.11881962,0.18197364
305,12783,0.39964113,0.3641343,0.3641343,0.3641343,0.39964113
306,11507,0.32638818,0.19276538,0.19276538,0.19276538,0.32638818
307,4977,0.71213144,0.485183,0.485183,0.485183,0.71213144
308,12449,0.3298574,0.27948326,0.27948326,0.27948326,0.3298574
309,7581,0.17427549,0.2242572,0.2242572,0.2242572,0.17427549
310,2450,0.36973608,0.435481,0.435481,0.435481,0.36973608
311,4840,0.5498356,0.46980345,0.46980345,0.46980345,0.5498356
312,127,0.65227574,0.31670836,0.31670836,0.31670836,0.65227574
313,4034,0.35613376,0.31158668,0.31158668,0.31158668,0.35613376
314,9778,0.21839178,0.187205,0.187205,0.187205,0.21839178
315,3445,0.7530691,0.4929641,0.4929641,0.4929641,0.7530691
316,99,0.40231436,0.40565017,0.40565017,0.40565017,0.40231436
317,6558,0.33262134,0.31164905,0.31164905,0.31164905,0.33262134
318,7598,0.46026623,0.47599882,0.47599882,0.47599882,0.46026623
319,11250,0.2056132,0.28758886,0.28758886,0.28758886,0.2056132
320,11696,0.26026705,0.19942641,0.19942641,0.19942641,0.26026705
321,10885,0.263345,0.21513572,0.21513572,0.21513572,0.263345
322,7856,0.7117862,0.44071454,0.44071454,0.44071454,0.7117862
323,4520,0.32386252,0.25996137,0.25996137,0.25996137,0.32386252
324,14112,0.22213891,0.5088006,0.5088006,0.5088006,0.22213891
325,4097,0.6872934,0.4909687,0.4909687,0.4909687,0.6872934
326,7273,0.5115957,0.47039333,0.47039333,0.47039333,0.5115957
327,5453,0.4573607,0.35605723,0.35605723,0.35605723,0.4573607
328,3404,0.23345105,0.20708026,0.20708026,0.20708026,0.23345105
329,4549,0.46837077,0.28378052,0.28378052,0.28378052,0.46837077
330,10140,0.37361288,0.23394895,0.23394895,0.23394895,0.37361288
331,11370,0.20169249,0.24358997,0.24358997,0.24358997,0.20169249
332,9688,0.6219546,0.45876434,0.45876434,0.45876434,0.6219546
333,9000,0.39145938,0.47517958,0.47517958,0.47517958,0.39145938
334,14935,0.60691327,0.5386165,0.5386165,0.5386165,0.60691327
335,251,0.38585415,0.45710197,0.45710197,0.45710197,0.38585415
336,5659,0.23734179,0.16235341,0.16235341,0.16235341,0.23734179
337,11513,0.49489808,0.5414561,0.5414561,0.5414561,0.49489808
338,10460,0.4597532,0.527653,0.527653,0.527653,0.4597532
339,15416,0.52442384,0.46719703,0.46719703,0.46719703,0.52442384
340,7007,0.4041949,0.441369,0.441369,0.441369,0.4041949
341,7838,0.40104327,0.33002543,0.33002543,0.33002543,0.40104327
342,2227,0.2425497,0.17315267,0.17315267,0.17315267,0.2425497
343,14518,0.55427665,0.30365136,0.30365136,0.30365136,0.55427665
344,11110,0.45427737,0.45024726,0.45024726,0.45024726,0.45427737
345,4560,0.532055,0.4595595,0.4595595,0.4595595,0.532055
346,2448,0.21505402,0.15583587,0.15583587,0.15583587,0.21505402
347,6561,0.4366338,0.4083314,0.4083314,0.4083314,0.4366338
348,8268,0.6102847,0.5352849,0.5352849,0.5352849,0.6102847
349,2859,0.52025414,0.44823945,0.44823945,0.44823945,0.52025414
350,13710,0.60359675,0.51107275,0.51107275,0.51107275,0.60359675
351,1071,0.20317137,0.21110155,0.21110155,0.21110155,0.20317137
352,6181,0.41475293,0.41385967,0.41385967,0.41385967,0.41475293
353,1358,0.6035516,0.24994962,0.24994962,0.24994962,0.6035516
354,14393,0.4757254,0.45889342,0.45889342,0.45889342,0.4757254
355,12225,0.26300913,0.20305014,0.20305014,0.20305014,0.26300913
356,2856,0.52098167,0.38895833,0.38895833,0.38895833,0.52098167
357,2308,0.4831287,0.5877887,0.5877887,0.5877887,0.4831287
358,9246,0.507566,0.45294246,0.45294246,0.45294246,0.507566
359,15163,0.61890715,0.49144736,0.49144736,0.49144736,0.61890715
360,14122,0.4847816,0.39437428,0.39437428,0.39437428,0.4847816
361,3194,0.56326634,0.51584923,0.51584923,0.51584923,0.56326634
362,10240,0.7077774,0.4628548,0.4628548,0.4628548,0.7077774
363,1163,0.58581257,0.5444567,0.5444567,0.5444567,0.58581257
364,6888,0.44280156,0.434421,0.434421,0.434421,0.44280156
365,3698,0.15480979,0.14674032,0.14674032,0.14674032,0.15480979
366,9445,0.35035366,0.2553255,0.2553255,0.2553255,0.35035366
367,15526,0.23873487,0.14790224,0.14790224,0.14790224,0.23873487
368,13368,0.50679034,0.30984178,0.30984178,0.30984178,0.50679034
369,13048,0.19194694,0.13912883,0.13912883,0.13912883,0.19194694
370,7292,0.2399221,0.13172466,0.13172466,0.13172466,0.2399221
371,6818,0.63645595,0.5121642,0.5121642,0.5121642,0.63645595
372,7874,0.43452343,0.4445721,0.4445721,0.4445721,0.43452343
373,1983,0.4605358,0.54695916,0.54695916,0.54695916,0.4605358
374,1684,0.429009,0.35996318,0.35996318,0.35996318,0.429009
375,3656,0.21173048,0.18420836,0.18420836,0.18420836,0.21173048
376,11963,0.39674616,0.4324429,0.4324429,0.4324429,0.39674616
377,15960,0.3219906,0.3061249,0.3061249,0.3061249,0.3219906
378,5564,0.19449219,0.15008923,0.15008923,0.15008923,0.19449219
379,3898,0.77308565,0.5362369,0.5362369,0.5362369,0.77308565
380,2830,0.2658778,0.5069662,0.5069662,0.5069662,0.2658778
381,15230,0.26527467,0.15969154,0.15969154,0.15969154,0.26527467
382,6177,0.39747944,0.49334672,0.49334672,0.49334672,0.39747944
383,13098,0.36875358,0.16653994,0.16653994,0.16653994,0.36875358
384,1720,0.41643485,0.48354337,0.48354337,0.48354337,0.41643485
385,15175,0.36945006,0.20642848,0.20642848,0.20642848,0.36945006
386,1346,0.27938753,0.28421822,0.28421822,0.28421822,0.27938753
387,13893,0.79563826,0.64867896,0.64867896,0.64867896,0.79563826
388,8700,0.1860157,0.21349749,0.21349749,0.21349749,0.1860157
389,2319,0.58748376,0.5098651,0.5098651,0.5098651,0.58748376
390,11020,0.4076402,0.20879193,0.20879193,0.20879193,0.4076402
391,13416,0.3927289,0.33794746,0.33794746,0.33794746,0.3927289
392,5888,0.2077314,0.14170708,0.14170708,0.14170708,0.2077314
393,10810,0.23851731,0.17051816,0.17051816,0.17051816,0.23851731
394,10796,0.21577194,0.23793149,0.23793149,0.23793149,0.21577194
395,13053,0.55703044,0.45686865,0.45686865,0.45686865,0.55703044
396,1747,0.46350497,0.23380494,0.23380494,0.23380494,0.46350497
397,5678,0.34820086,0.39722067,0.39722067,0.39722067,0.34820086
398,4012,0.18594407,0.10423151,0.10423151,0.10423151,0.18594407
399,12821,0.6008406,0.47378537,0.47378537,0.47378537,0.6008406
